propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
107679697,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/69/a7/1339524594.webp,22,2,310000.0,flat,sale,77.0,True,3,2,Centro Urbano,Madrid,San Sebastián de los Reyes,Centro Urbano,es,,40.5515869,-3.6240996,False,https://www.idealista.com/inmueble/107679697/,"Hogar Norte gestiona en exclusiva la venta de este amplio piso de 3 dormitorios, salón, cocina, 2 baños y terraza abierta. La vivienda cuenta con distribución independiente, calefacción central de gas natural, suelos de parquet y gres, ventanas de climalit con sistema oscilobatiente, dos armarios empotrados vestidos interiormente, puertas interiores de roble y puerta de acceso blindada. Es exterior y tiene dos orientaciones, por lo que cuenta con ventilación cruzada. La finca dispone de ascensor y en el precio se incluye un cuarto trastero situado en el mismo edificio. La ubicación es excelente, junto a la estación de Metro de Reyes Católicos y con todo tipo de servicios en las inmediaciones como colegios, comercios o centros de salud. Les invitamos a que, en caso de estar interesados en concertar una visita al inmueble, contacten con nosotros preferiblemente a través del formulario de contacto.",False,good,False,True,4026.0,True,False,False,False,[],False,False,310000.0,€,,,flat,"Centro Urbano, San Sebastián de los Reyes",Piso,AVR,,,,
108499254,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/10/4b/1352199220.webp,33,3,940000.0,flat,sale,90.0,True,2,2,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,Trafalgar,40.4353508,-3.6977964,False,https://www.idealista.com/inmueble/108499254/,"¡Descubre este espectacular piso en venta que redefine el concepto de confort y modernidad! Con una reforma integral que ha transformado cada rincón, este hogar cuenta con dos amplios dormitorios y dos baños completos, ideales para disfrutar de la privacidad y la comodidad. La cocina de diseño, integrada en el salón, se convierte en el corazón del hogar, perfecta para compartir momentos inolvidables. La propiedad destaca por su sistema de aerotermia con suelo radiante y refrigeración, garantizando un ambiente agradable durante todo el año. Además, los tres balcones que dan a Santa Engracia permiten disfrutar de vistas inmejorables y una excelente iluminación natural. Las ventanas con aislamiento acústico y térmico aseguran un descanso pleno en un entorno urbano vibrante. La domótica integrada permite controlar la temperatura, las persianas y la iluminación desde cualquier dispositivo, haciendo la vida diaria más cómoda y eficiente. El vestidor independiente y la zona de lavado añaden funcionalidad a este hogar que combina estilo y practicidad. Con puertas hasta el techo y herrajes ocultos, cada detalle ha sido pensado para ofrecer un acabado elegante y moderno. Ubicado en una tercera planta exterior con ascensor, este piso también cuenta con un portal y zonas comunes recién rehabilitadas. La clase energética A asegura un consumo eficiente, lo que se traduce en un ahorro significativo en las facturas. ¡No dejes pasar la oportunidad de vivir en este magnífico espacio donde el diseño y la tecnología se encuentran!",True,good,False,True,10444.0,False,False,False,False,[],False,False,940000.0,€,,,flat,"Trafalgar, Madrid",Piso en calle de Santa Engracia,leg65816846,,,,
108759568,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/bb/78/1354273356.webp,10,3,200000.0,flat,sale,70.0,True,3,1,calle Sierra de Peñalara,Madrid,Alcorcón,Centro,es,Zona Centro Joven,40.3455451,-3.8223132,False,https://www.idealista.com/inmueble/108759568/,"¡ Oportunidad para inversores en Alcorcón! . Excelente por su rentabilidad para alquiler o para futura revalorización. Luminosa vivienda ubicada en una zona estratégica de Alcorcón, a escasos minutos andando de la estación de metro de Parque Lisboa (L12); con una gran demanda de alquiler por estar rodeada de todo tipo de servicios, por su cercanía al metro, universidades, centros comerciales y por su rápido acceso a Madrid capital. Ideal para inversores que buscan producto con buena salida y margen de mejora. Distribuida en salón con acceso a TERRAZA; cocina independiente, con espacio para reforma y modernización; 1 funcional baño completo y con ventana, también con posibilidad de actualización, y 3 dormitorios amplios, todos con buena ventilación y luz natural. Tercera planta, con posibilidad de instalar ascensor en la finca. No dejes pasar esta oportunidad de adquirir una propiedad con excelente ubicación y alto potencial de revalorización. ¡Llámanos y concierta tu visita ya! . El comprador tendrá un coste adicional de un 2% más IVA sobre el precio publicado, por el servicio de gestión, asesoramiento y formalización del proceso de compra. Este importe no está incluido en el precio publicado en venta y será facturado al comprador. Disponemos de servicio de asesoramiento y gestión hipotecaria independiente. Te conseguimos el mejor préstamo hipotecario, incluso hasta del 100% del precio de compraventa o tasación. Consúltanos sin compromiso. La reserva del inmueble sólo se producirá después de que una propuesta de compra haya sido expresamente aceptada por el vendedor. El precio publicado NO incluye los impuestos y gastos legalmente establecidos y derivados de la transmisión e inscripción, en su caso. Cuando veas este anuncio, el inmueble llevará ya unos días publicado en nuestra página web y con el máximo detalle. Si quieres ser el primero en enterarte de nuestras novedades o ampliar información, entra en nuestra web o únete en nuestro canal de telegram: ventas nuevo milenio.",False,good,False,False,2857.0,True,False,False,False,[],False,False,200000.0,€,,,flat,"Zona Centro Joven, Alcorcón",Piso en calle Sierra de Peñalara,4405,,,,
108561210,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/73/91/1350157989.webp,66,,325000.0,chalet,sale,138.0,,3,2,Quijorna,Madrid,Quijorna,,es,,40.429789,-4.0582747,False,https://www.idealista.com/inmueble/108561210/,"ROMERO INMOBILIARIA VENDE EN EXCLUSIVA CHALET INDEPENDIENTE EN UNA PLANTA EN QUIJORNA. La vivienda, de una sola planta, tiene una superficie construida de 138 m2.  Garaje de superficie en la parcela.  Calefacción y agua caliente sanitaria de Gas-Oil. Aire Acondicionado en salón. Porche de 20 metros de entrada a la vivienda con cerramiento de aluminio y acristalado. Amplia terraza de 20 metros con pérgola y toldos laterales y con salida desde la cocina en la parte trasera de la vivienda.   Consta de 3 dormitorios (antes cuatro), el principal doble, 2 baños completos, cocina y amplio salón con chimenea francesa y cassette. Este bonito chalet se sitúa en una amplia parcela, prácticamente llana de 710 m2 con una gran superficie de jardín libre, lo que ofrece posibilidades de mejora de su equipamiento ( zona de ocio, posibilidad de huerto, invernadero, gallinero, cobertizo, etc. ). La vivienda se construyó en 1980 y ha sido parcialmente reformada y mantenida en muy buen estado para su uso como primera o segunda residencia.  Ubicada muy próxima al centro urbano. ROMERO INMOBILIARIA. Gestión integral de confianza. NO COBRAMOS HONORARIOS AL COMPRADOR.",False,renew,False,,2355.0,True,False,False,False,[],False,False,325000.0,€,True,True,chalet,Quijorna,Casa independiente,R-757,,,,independantHouse
108098338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/f2/92/1345070762.webp,1,bj,990000.0,flat,sale,331.0,,6,5,Centro,Madrid,Villaviciosa de Odón,Centro,es,,40.3569895,-3.9084005,False,https://www.idealista.com/inmueble/108098338/,"Edificio de 3 plantas con amplio patio trasero, perfecto para inversión o residencia de estudiantes. ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  ¿Necesitas vender para comprar? te ayudamos coordinándolo todo y con hipoteca cambio de casa. ¿Tienes prisa en vender? te ofrecemos una venta rápida con todas las garantías. ¿Necesitas una hipoteca? en donpiso la encuentras y en condiciones preferentes. ¿Herencias? , ¿Divorcios? , te ayudamos y coordinamos todo. Infórmate:.",False,good,False,False,2991.0,False,False,False,False,[],False,False,990000.0,€,,,flat,"Centro, Villaviciosa de Odón",Piso,293542,,,,
108492148,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/ec/f9/1357743734.webp,12,4,649000.0,flat,sale,60.0,True,2,1,"CL HERMOSILLA, 132",Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4253888,-3.6672147,True,https://www.idealista.com/inmueble/108492148/,"En pleno corazón del barrio de Salamanca, se encuentra este exclusivo piso situado en la calle Hermosilla, una de las zonas más prestigiosas y cotizadas de Madrid. Una vivienda elegante, moderna y luminosa, ideal para quienes buscan confort y estilo en una ubicación inmejorable. El piso ha sido reformado con materiales de alta calidad y se presenta con un diseño actual, donde cada detalle ha sido cuidadosamente pensado para ofrecer una experiencia de hogar sofisticada y funcional. Dispone de un encantador balcón, perfecto para disfrutar del aire libre sin salir de casa. La distribución es cómoda y equilibrada, con estancias amplias y bien aprovechadas. La decoración combina tonos neutros y acabados contemporáneos que aportan calidez, elegancia y un ambiente acogedor. Además, su ubicación es insuperable: rodeado de tiendas exclusivas, restaurantes, supermercados y con muy buena conexión por transporte público. Una oportunidad única para vivir con estilo en una de las mejores calles de Madrid.",False,good,False,True,10817.0,False,False,False,False,[],False,False,649000.0,€,,,flat,"Fuente del Berro, Madrid","Piso en Cl Hermosilla, 132",,,,,
107619915,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/87/28/1317814223.webp,10,5,1150000.0,flat,sale,60.0,True,2,1,"calle de San Bernardo, 8",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4292648,-3.7058293,True,https://www.idealista.com/inmueble/107619915/,"Home Select vende este acogedor ático en pleno corazón de Chamberí, en la Glorieta Ruiz Guiménez. Desde su terraza se pueden disfrutar de impresionantes vistas despejadas al skyline de Madrid. La zona presume de su ambiente bohemio y disfruta de una rica historia arquitectónica. La glorieta, además de su belleza arquitectónica, alberga una amplia variedad de comercios y servicios. Desde boutiques independientes hasta cafeterías con encanto, la zona ofrece una experiencia única para los residentes. Su interior cuenta con un salón-comedor espacioso, una cocina totalmente equipada y dos habitaciones, una doble y otra individual, además de un baño funcional. Gracias a su excelente ubicación, el piso tiene fácil acceso al transporte público y a una gran variedad de servicios y comercios. Un hogar cómodo y bien situado, ideal para disfrutar de la vida en la ciudad.  ref: VPIS_4096.",False,good,False,True,19167.0,False,False,False,False,[],False,False,1150000.0,€,,,flat,"Malasaña-Universidad, Madrid","Piso en calle de San Bernardo, 8",VPIS_4096,,,,
108790307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/35/87/1355196057.webp,13,2,1299000.0,flat,sale,66.0,False,3,3,"CL HERMOSILLA, 121",Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4259583,-3.6712638,True,https://www.idealista.com/inmueble/108790307/,"Reformas increibles en espacios pequeños y ubicacion excelente zona altamente demandada. Esta vivienda reformada en Hermosilla 121 ofrece un diseño moderno y funcional en pleno barrio de Salamanca. Con 101 m² construidos, cuenta con tres dormitorios y tres baños, proporcionando un espacio cómodo y bien distribuido. Ubicada en la segunda planta de un edificio con ascensor, está completamente amueblada y equipada, lista para disfrutar desde el primer día. El barrio de Salamanca es conocido por su arquitectura señorial, su oferta comercial de lujo y su variada gastronomía. Sus calles combinan elegancia y comodidad, con boutiques exclusivas, mercados gourmet y todo tipo de servicios a pocos pasos. Con una ubicación estratégica y excelentes conexiones de transporte, esta propiedad es ideal para quienes buscan un hogar sofisticado o una inversión en una de las zonas más demandadas de Madrid.",False,good,False,True,19682.0,True,False,False,False,[],False,False,1299000.0,€,,,flat,"Goya, Madrid","Piso en Cl Hermosilla, 121",,,,,
108768032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b7/d8/60/1354561283.webp,4,bj,269000.0,flat,sale,130.0,True,2,2,"libertad, 2",Madrid,Humanes de Madrid,,es,,40.2520811,-3.8292478,True,https://www.idealista.com/inmueble/108768032/,"BRA NUEVA ULTIMAS VIVIENDAS DE LA PROMOCION // No deje escapar esta oportunidad de vivienda con 2 Dormitorios y 2 baños de 95 metros mas 38 de terraza Vive donde siempre habías querido MIRADOR DEL SUR el hogar de tus sueños // PROXIMA CONSTRUCION // Ya puedes comprar tu vivienda de RENTA LIBRE, PROMOCION PRIVADA de Obra nueva en Humanes de Madrid Conjunto Residencial MIRADOR DEL SUR promoción de 53 viviendas, con plazas de garaje, trastero, terrazas, tendedero, ubicados, a pocos metros del centro de Humanes de Madrid, que consta de preciosos bajos con jardín y espectaculares áticos con grandes terrazas. viviendas de 2, 3 y 4 Dormitorios Contará con unas espectaculares zonas comunes en un entorno vegetal, con piscina comunitaria, Gimnasio, Solárium, Buzones de paquetería, Aparca bicis MIRADOR DEL SUR, Ubicado en la Calle Libertad, a pocos metros del centro de Humanes de Madrid, con la mejor comunicación, cerca de la estación de Renfe y numerosas líneas de autobús, Conectada por carretera con los municipios de Móstoles, Alcorcón, Getafe, Leganés, Fuenlabrada, cuenta con acceso a M -506, M -413, M -405 y M - 410. Todas nuestras viviendas han sido diseñadas: - Con una cuidadosa selección en sus calidades y materiales de construcción -Cocina amueblada con muebles altos y bajos de gran capacidad, campana extractora, placa de inducción, horno multifunción - climatización por AEROTERMIA que es un sistema que sirve tanto para la producción de agua caliente sanitaria como para la climatización de la vivienda tanto en invierno (suelo radiante) como en verano (suelo refrescante). Este sistema supone un gran ahorro energético y una sensación de confort difícil de alcanzar con cualquier otro sistema de climatización Consiguiendo así una CLASIFICACIÓN DE EFICIENCIA ENERGÉTICA TIPO A - Ventana de P. V. C. o aluminio (a designar por dirección facultativa) con doble acristalamiento y cámara interior tipo Climalit - Puerta de interior de hoja lisa y vidrios en cocina, armarios modulares con interiores forrados, dotado de barra de colgar con balda de división para maletero Vive donde siempre habías querido MIRADOR DEL SUR el hogar de tus sueños Ya puedes reservar tu vivienda CONTACTANOS.",False,good,False,True,2069.0,True,False,False,False,[],False,False,269000.0,€,True,True,flat,Humanes de Madrid,"Piso en libertad, 2",,,,,
104842437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/dd/46/1233272982.webp,52,,5000000.0,chalet,sale,1287.0,,5,6,avenida de la Iglesia,Madrid,Pozuelo de Alarcón,Somosaguas,es,Somosaguas,40.427589,-3.7838664,False,https://www.idealista.com/inmueble/104842437/,"¡Increíble oportunidad! Se vende un imponente chalet individual en la exclusiva urbanización Somosaguas de Pozuelo de Alarcón, uno de los barrios más distinguidos y prestigiosos de España, hogar de famosos futbolistas, artistas, empresarios  y personalidades públicas. Con más de 7.500m2 de parcela y más de 1.000m2 de construcción, esta propiedad ofrece un estilo de vida de lujo incomparable.  Al ingresar, serás recibido en su planta baja por un elegante recibidor a doble altura que te llevará a descubrir sus numerosos espacios y comodidades. La casa cuenta con una espaciosa cocina totalmente equipada, un lavadero con zona de planchado y patio, dos comedores con acceso directo al exuberante jardín y terraza, un despacho ideal para trabajar desde casa, un amplio salón con acceso a dos terrazas y a un salón de juegos con bar y acceso a las dos terrazas. En la misma planta tenemos un aseo, dos dormitorios cada uno con su baño en suite. El la planta alta tenemos el dormitorio principal con un recibidor un baño  con jacuzzi y  ducha, un vestidor y el dormitorio principal con terraza y unas extraordinarias  vistas. En la planta sótano tenemos, un cuarto de música para dejar volar tu creatividad, con baño y vestidor, un recibidor que separa la zona de servicio que cuanta con una despensa, el cuarto de la caldera, un salón y el dormitorio de servicio con su baño, pero eso no es todo, también encontrarás un bar para disfrutar de momentos de relax, una bodega perfecta para los amantes del vino una sala de juegos para divertirse en familia y amigos. En el exterior tenemos un exuberante jardín con  una zona de barbacoa para deleitar a tus invitados con deliciosas parrilladas y una casa con baño, bar y cocina. La piscina rectangular rodeada de preciosos jardines y cerca de la terraza ideal para disfrutar los días soleados. Sumérgete en un oasis de tranquilidad en tu propio hogar gracias a su impresionante piscina y disfruta de la comodidad de 6 amplios garajes para tus vehículos. Todo esto en un entorno privilegiado, rodeado de naturaleza y con la seguridad y privacidad que solo Somosaguas puede ofrecer. No dejes pasar esta oportunidad de adquirir un pedazo de exclusividad en una de las zonas más codiciadas de España. ¡Contáctanos ahora para más información y agenda tu visita!",True,good,False,,3885.0,True,False,True,False,[],False,False,5000000.0,€,True,True,chalet,"Somosaguas, Pozuelo de Alarcón",Casa independiente en avenida de la Iglesia,1014,,,,independantHouse
