propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107615601,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/6c/9f/1317748788.webp,VI-777,34,3,870000.0,flat,sale,103.0,True,2,2,calle de Bravo Murillo,Madrid,Madrid,Chamberí,es,40.4375382,-3.7043689,False,https://www.idealista.com/inmueble/107615601/,"PISO A ESTRENAR EN EL BARRIO DE TRAFALGAR – CHAMBERÍ | VENTA DIRECTA, SIN COMISIONES, NO SOMOS AGENCIA, ES DIRECTO DE LA PROPIEDAD. Si buscas exclusividad, diseño y una ubicación privilegiada, este espectacular piso exterior de 103 m² en el corazón de Chamberí es para ti. Situado en un edificio elegante con ascensor, buen portal y trastero privado, esta vivienda combina a la perfección calidad, confort y estilo. En la Calle de Bravo Murillo cerca de la rotonda de Quevedo. Distribución y características: •Salón amplio y luminoso, con dos ambientes y balcón a la calle, ideal para disfrutar de la vida urbana con un toque de tranquilidad. •Dormitorio principal en suite, con armario empotrado doble, baño completo y acceso a balcón privado. •Segundo dormitorio con armario empotrado, perfecto para invitados, despacho o espacio personal. •Segundo baño completo, funcional y con acabados de lujo. •Cocina independiente, totalmente equipada con electrodomésticos de alta gama, distribución inteligente y gran capacidad de almacenamiento. Calidades y detalles que marcan la diferencia: •Obra nueva con materiales premium y atención a cada detalle. •Baños de diseño con acabados exclusivos. •Suelos de madera que aportan calidez y elegancia. •Grandes ventanales y balcones, que garantizan luz natural y ventilación. •Aire acondicionado, para máximo confort en cualquier estación. Ubicación inmejorable: Ubicado en Trafalgar, Chamberí, una de las zonas más vibrantes y demandadas de Madrid, rodeado de tiendas exclusivas, restaurantes de moda, teatros y cines. Muy próximo a las plazas de Olavide y Conde del Valle de Suchil, espacios ideales para pasear y disfrutar del ambiente del barrio. Además, cuenta con excelentes conexiones de transporte público y acceso a todo tipo de servicios. Venta directa de propiedad, sin intermediarios ni comisiones. No dejes pasar esta oportunidad. Contáctanos y ven a visitarlo.",True,good,False,True,8447.0,True,False,False,False,[],False,False,870000.0,€,flat,,"Arapiles, Madrid",Piso en calle de Bravo Murillo,Arapiles,,,,,
108383698,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/5f/c6/1342490417.webp,,20,1,336000.0,flat,sale,148.0,True,4,2,"calle de Nicolás Fuster, 7",Madrid,Pinto,San José - Buenos Aires,es,40.2404141,-3.7062449,True,https://www.idealista.com/inmueble/108383698/,"Oportunidad de inversión: Inmueble en rentabilidad. Viviendas actualmente alquiladas con renta de mercado. No se puede constituir financiación hipotecaria sobre este tipo de fincas, por lo que se requerirán otras garantías en caso de solicitarse financiación. Se recomienda obtener asesoramiento profesional y legal antes de la compra. Consulte con nuestro Agente Comercial para más información y condiciones especiales de compraventa. No se admiten visitas a la vivienda. ________________________________________ Arte Urbano Real Estate presenta: Magnífica vivienda de 4 dormitorios y 2 baños en Pinto, Madrid. Situada en un complejo residencial con amplias zonas comunes, piscina y juegos infantiles. Buena conexión por transporte público y privado. Cercana a la estación de tren, colegios, supermercados y centro de salud. •Superficie: 148 m² •Distribución: Salón-comedor, cocina amueblada, 4 dormitorios con armarios empotrados, 2 baños completos. •Equipamiento: Calefacción individual, suelos de parquet, plaza de garaje, trastero. Urbanización privada: •Piscina de adultos e infantil •Parque infantil •Zonas ajardinadas •Servicio de conserjería Ubicación: Zona residencial consolidada, muy bien comunicada y rodeada de servicios. Precio: Incluye plaza de garaje y trastero. ""Este anuncio tiene carácter informativo, siendo las fotos, planos y la visita virtual de una vivienda similar y no constituyendo documento contractual”.",False,good,False,True,2270.0,True,False,True,False,[],False,False,336000.0,€,flat,,"San José - Buenos Aires, Pinto","Piso en calle de Nicolás Fuster, 7",,True,True,,,
108384406,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/a1/36/1342518607.webp,,37,4,225000.0,flat,sale,58.0,True,2,1,calle Clara Campoamor,Madrid,Madrid,Carabanchel,es,40.3842998,-3.7339839,False,https://www.idealista.com/inmueble/108384406/,"Nueva Lega Servicios Inmobiliarios les ofrece este fabuloso piso en venta en calle Clara Campoamor, reformado integral hace 5 años, en perfecto estado, para entrar a vivir.   Se encuentra en la 4ª planta, sin ascensor, arriba el patio. Cuenta con 58m2 de metros, 54m2 del piso, orientación Oeste. Suelo radiante eléctrica, paredes en liso, aire acondicionado, ventanas de climalit, consta de: - Salón amplio, con cocina americana totalmente amueblada y con todos los electrodomésticos. - Baño con plato de ducha, y ventana. - Dos dormitorios, uno de matrimonio y el otro simple Ubicación excelente, a un paso de la calle General Ricardos, donde hay todo tipo de comercios para el día a día, tiendas, restaurantes, supermercados, colegios cerca. A 500m de la plaza Oporto Conexión muy buena con el transporte público, el Metro Oporto está a 500m, diversas líneas de autobuses como: 34, 35, 55, 47, N16, N17 y las interurbanas como: 481, 484, 486.  Aunque actualmente no tiene ascensor, pero la finca de al lado cuenta con el ascensor instalado, siendo de la misma construcción, misma distribución de finca, entonces éste también se podrá instalarlo, es cuestión de tiempo. No lo dejes pasar, ven a conocerlo! Cuota de Comunidad: 50€ Cuota de IBI: 190€ aprox. Próxima ITE: 31-12-2025.",True,good,False,False,3879.0,True,False,False,False,[],False,False,225000.0,€,flat,,"Puerta Bonita, Madrid",Piso en calle Clara Campoamor,Puerta Bonita,,,,,
107467905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/c2/c5/1313634891.webp,,30,,2400000.0,chalet,sale,450.0,,6,4,avenida de Montealina,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.432424,-3.8484068,False,https://www.idealista.com/inmueble/107467905/,"LAVIN REALS tiene el gran honor de presentarles esta casa Levitt reformada hace 10 años en Montealina, una de las urbanizaciones más bonitas y seguras! La casa se divide en dos plantas; Planta baja y Primera. Según entramos por la puerta principal nos encontramos con un hall recibidor que a mano derecha comunica con un gran salón de 100m2 televisión, terraza-salón que da al jardín, comedor y llegamos a la amplísima cocina, que atravesándola, nos encontramos con un mini-apartamento para el servicio, y terminando de dar la vuelta esta la habitación principal con vestidor y baño en suite. Volviendo al Hall de entrada, subimos las escaleras para llegar a la primera planta, donde los encontramos con techos altos abuhardillados y un gran distribuidor que nos comunica con 5 habitaciones, 2 baños, un salón y un despacho. Como es de esperar en Montealina, el jardín esta muy consolidado y es maravilloso. Tiene arboles como Encinas, Abetos, Magnolios, Pinos etc.. . que son preciosos y que en su dia fueron ubicados con atención, de forma que ni estorban ni obstruyen la luz de la casa y piscina que también tiene su zona de barbacoa, chill-out y baño. Para cualquier consulta no duden en contactar con nosotros 24/7.",False,good,False,,5333.0,True,False,False,False,[],False,False,2400000.0,€,chalet,independantHouse,"Montealina, Pozuelo de Alarcón",Casa independiente en avenida de Montealina,Montealina,True,True,,,
108383897,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/fd/fb/1342496704.webp,,18,3,308000.0,flat,sale,124.0,True,3,2,"calle de Nicolás Fuster, 7",Madrid,Pinto,San José - Buenos Aires,es,40.2404141,-3.7062449,True,https://www.idealista.com/inmueble/108383897/,"Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas con renta de mercado. No se puede constituir financiación hipotecaria sobre este tipo de fincas, por lo que se requerirán otras garantías en caso de solicitarse financiación. Se recomienda obtener asesoramiento profesional y legal antes de la compra. Consulte con nuestro Agente Comercial para más información y condiciones especiales de compraventa. No se admiten visitas a la vivienda. ________________________________________ Arte Urbano Real Estate presenta: Magnífica vivienda de 3 dormitorios y 2 baños en Pinto, Madrid. Situada en un complejo residencial con amplias zonas comunes, piscina y juegos infantiles. Buena conexión por transporte público y privado. Cercana a la estación de tren, a colegios, supermercados y centro de salud. •Superficie: 124 m² •Distribución: Salón-comedor, cocina amueblada, 3 dormitorios con armarios empotrados, 2 baños completos. •Equipamiento: Calefacción individual, suelos de parquet, plaza de garaje, trastero. Urbanización privada: •Piscina de adultos e infantil •Parque infantil •Zonas ajardinadas •Servicio de conserjería Ubicación: Zona residencial consolidada, muy bien comunicada y rodeada de servicios. Precio: Incluye plaza de garaje y trastero. ""Este anuncio tiene carácter informativo, siendo las fotos, planos y la visita virtual de una vivienda similar y no constituyendo documento contractual”.",False,good,False,True,2484.0,True,False,True,False,[],False,False,308000.0,€,flat,,"San José - Buenos Aires, Pinto","Piso en calle de Nicolás Fuster, 7",,True,True,,,
108311025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/43/4d/1340336586.webp,,30,5,660000.0,flat,sale,112.0,False,3,2,calle de Téllez,Madrid,Madrid,Retiro,es,40.403014,-3.6780672,False,https://www.idealista.com/inmueble/108311025/,"Agencia inmobiliaria de Madrid | zona Jerónimos, Pacífico, Niño Jesús | Tecnocasa Jerónimos Y Pacifico Asesores. EN VENTA: Piso en zona privilegiada en pleno corazón del barrio de Pacífico. Situado en quinta planta interior a patio de manzana CON MUCHA LUZ, el edificio dispone de ascensor, calefacción individual, GARAJE, zonas comunes y portero físico. La vivienda cuenta con 112 metros2 según catastro, armarios empotrados y en buenas condiciones ¡Listo para entrar a vivir! Actualmente el piso se distribuye en: - Tres dormitorios con armario empotrados - Amplio salón MUY LUMINOSO - Dos baños completos - Cocina independiente CON TERRAZA -Dispone de garaje La zona dispone de todos los servicios básicos: supermercados, centros educativos públicos y privados, hospitales, centros deportivos y una amplia oferta cultural, gastronómica y de ocio en general. Muy cerca de Atocha y el Parque del Retiro. Respecto a movilidad, dispone de una gran oferta de transporte público, de numerosas líneas de autobús de la EMT en las inmediaciones de la finca. Muy cerca también a las estaciones de Atocha (tren y metro) y Méndez Álvaro (autobuses) No lo dude y contacte con nosotros para requerir más información y/o concertar una visita.",False,renew,False,True,5893.0,True,False,False,False,[],False,False,660000.0,€,flat,,"Pacífico, Madrid",Piso en calle de Téllez,Pacífico,True,True,,,
108903247,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3f/78/fa/1358447453.webp,,35,4,239900.0,flat,sale,57.0,True,2,1,"calle de Andrea Puech, 18",Madrid,Madrid,Tetuán,es,40.4646313,-3.7047318,True,https://www.idealista.com/inmueble/108903247/,"**Piso en Venta en Tetuán, Madrid - ¡Una Oportunidad Única! ** Descubre este magnífico piso en la última planta de un edificio con encanto en el barrio de Tetuán, Valdeacederas. Con una superficie de 57 m², esta propiedad combina a la perfección la arquitectura tradicional con toques modernos, ofreciendo un espacio acogedor y funcional. Disfruta de sus 2 dormitorios luminosos y un baño completo, ideal para una vida cómoda y práctica. La cocina independiente es perfecta para los amantes de la gastronomía, mientras que el salón exterior, orientado al sur, te permitirá disfrutar de la luz natural durante todo el día. Ubicado en una calle vibrante, este piso está rodeado de mercados locales y comercios de proximidad, creando un ambiente lleno de vida. Además, cuenta con excelentes conexiones de transporte, a solo unos pasos de la estación de metro de Tetuán (Línea 1) y varias líneas de autobús. La comunidad es acogedora y el barrio está en constante transformación, lo que añade un alto potencial de revalorización a esta inversión. No pierdas la oportunidad de vivir en un lugar que combina tradición y modernidad. Este piso es ideal tanto para inversores como para quienes buscan su nuevo hogar en Madrid. ¡Contáctanos para más información y agenda tu visita!",False,good,False,False,4209.0,False,False,False,False,[],False,False,239900.0,€,flat,,"Valdeacederas, Madrid","Piso en calle de Andrea Puech, 18",Valdeacederas,,,,,
108854149,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/dd/d9/1357063673.webp,76265,25,,1700000.0,chalet,sale,381.0,,6,5,Barrio Montealina,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4339232,-3.8447702,False,https://www.idealista.com/inmueble/108854149/,"Inmejorable oportunidad chalet independiente de 3 plantas, 6 habitaciones y 5 baños, en Pozuelo de Alarcón. 381 m2 construidos. 346 m2 útiles. Orientación Norte - Este. Parcela de 1.889 m2. Salón con chimenea. Terraza. Armarios empotrados, suelo de terrazo y mármol, ventanas de aluminio y puertas de gres. Calefacción con gas natural. Dispone de garaje y trastero. Piscina privada. Videovigilancia. PLANTA 0 Hall Salón Cocina Comedor Despacho Habitación 2 baños PLANTA 1 4 habitaciones 3 baños (2 en suite) PLANTA -1 Garaje NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",False,renew,False,,4462.0,True,False,False,False,[],False,False,1700000.0,€,chalet,independantHouse,"Montealina, Pozuelo de Alarcón",Casa independiente,Montealina,True,True,,,
108884279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/8b/26/1357891170.webp,,16,3,720000.0,flat,sale,105.0,True,3,2,calle de Tetuán,Madrid,Madrid,Centro,es,40.4169347,-3.7048692,False,https://www.idealista.com/inmueble/108884279/,"¡Exclusiva vivienda reformada a estrenar junto a la Puerta del Sol! A escasos metros de la emblemática Puerta del Sol, se encuentra esta espectacular vivienda de 100 m², totalmente reformada con materiales de alta calidad y lista para entrar a vivir. La distribución actual incluye 2 amplias habitaciones, una de ellas con baño en suite y otra con vestidor, salón, comedor, cocina independiente y 2 baños completos. El comedor, con balcón exterior, puede adaptarse fácilmente como tercera habitación, lo que la convierte en una opción muy versátil según tus necesidades. Muy luminosa y soleada, con orientación ideal y ventanas nuevas en todas las estancias que aseguran confort y eficiencia. La cocina de diseño, equipada con todo lujo de detalles, es perfecta para los amantes de la gastronomía. Además, la vivienda cuenta con calefacción por gas natural y aire acondicionado, así como con instalaciones de electricidad y fontanería completamente renovadas. Edificio clásico con ascensor en proceso de instalación aprobado en Junta. Una oportunidad única de vivir en el corazón de Madrid, en una finca con encanto y todas las comodidades modernas. ¡No dejes pasar esta ocasión y ven a visitarla! NO INMOBILIARIAS. NO SE COBRA COMISIÓN AL COMPRADOR.",True,good,False,True,6857.0,True,False,False,False,[],False,False,720000.0,€,flat,,"Sol, Madrid",Piso en calle de Tetuán,Sol,,,,,
105892785,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/ec/88/1266188293.webp,,43,1,595000.0,flat,sale,92.0,True,6,2,"calle de Sangenjo, 8",Madrid,Madrid,Fuencarral,es,40.4837632,-3.7033162,True,https://www.idealista.com/inmueble/105892785/,"CALMA®. es les presenta este piso de lujo para alquiler por habitaciones de ensueño en pleno Barrio del Pilar que te aportará una rentabilidad superior al 5% neto anual con calidades de lujo para inversores conservadores. El espacio ofrece una superficie de 92 m2 construidos y 85 m2 útiles, aprovechando al máximo detalle su distribución. La zona de noche se compone de 6 amplias y acogedoras habitaciones de uso individual.  Las habitaciones de alquilan en el entorno de los 600€-700€ más gastos siendo una excelente inversión para un inversor conservador. Las zonas comunes están distribuidas con una cocina, con un diseño vanguardista y totalmente equipada además de por dos completos baños con ducha y muy funcionales. Gracias a su estratégica orientación y ubicación en el edificio, disfrutarás de una abundante iluminación natural en todas las áreas. Todas las habitaciones de entregan totalmente amuebladas con muebles de primer nivel, así como nevera individual, armario empotrado con luz y aire acondicionado en cada habitación.  El barrio del Pilar se trata de una de las mejores zonas para invertir debido a su alta demanda de habitaciones por su cercanía al centro financiero de las 4 torres, así como los hospitales Ramón y Cajal y La Paz así con el Centro Comercial de La Vaguada. Inviertes en un piso realizado con las mejores calidades del mercado garantizando una buena inversión. Trabajamos con marcas como Roca, Parador, Cortizo, Bticino, Mitsubishi.   Ofrecemos garantía postventa única en el sector y te entregaremos tu inversión con planos “as built” como si de obra nueva se tratase. En CALMA®. es creamos hogares únicos e inversiones rentables.",False,good,False,True,6467.0,True,False,False,False,[],False,False,595000.0,€,flat,,"La Paz, Madrid","Piso en calle de Sangenjo, 8",La Paz,,,,,
108777708,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/ea/e7/1354833778.webp,108777708,18,3,195000.0,flat,sale,70.0,True,3,1,CL GRANERO,Madrid,San Sebastián de los Reyes,Centro Urbano,es,40.5457387,-3.6228246,False,https://www.idealista.com/inmueble/108777708/,"OPORTUNIDAD INMUEBLE SIN POSESIÓN, NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Impresionante piso de 70.0 m² de 3 dormitorios, 2 baños, salón - comedor y amplia cocina con terraza interior en San Sebastián de los Reyes es ideal para quienes buscan comodidad y amplitud en una ubicación privilegiada. Con 70.0 m² útiles, esta vivienda ofrece un amplio espacio para personalizar a tu gusto. Ubicado en la PLANTA 3ª, disfrutarás de la tranquilidad y las vistas que ofrece la zona. La zona cuenta con excelentes servicios, incluyendo tiendas, restaurantes y colegios.",False,renew,False,True,2786.0,False,False,False,False,[],False,False,195000.0,€,flat,,"Centro Urbano, San Sebastián de los Reyes",Piso en Cl Granero,,,,,,
