propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,district,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108475141,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/cc/b3/1346032447.webp,18,2695000.0,chalet,sale,525.0,4,4,Barrio Zona Pueblo,Madrid,Pozuelo de Alarcón,es,40.4401678,-3.8232297,False,https://www.idealista.com/inmueble/108475141/,"Descubra esta joya arquitectónica de estilo minimalista ubicada en una de las zonas más exclusivas y codiciadas de Pozuelo de Alarcón: La Pinada. Esta residencia independiente de 500 m², erigida sobre una parcela de 550 m², combina líneas puras y diseño contemporáneo con materiales nobles de máxima calidad. Cada rincón ha sido concebido con una meticulosa atención al detalle, ofreciendo una experiencia residencial única. El corazón de la propiedad es un jardín paisajístico de inspiración mediterránea, coronado por una piscina privada de diseño exclusivo, perfecta para el descanso y el entretenimiento al más alto nivel. Construida íntegramente en hormigón visto, la vivienda se distingue por su sobriedad elegante y su resistencia atemporal. Entre sus estancias destacan dos salones de diseño único, embellecidos por chimeneas de autor, una de ellas expuesta en el prestigioso MoMA de Nueva York, que confieren al espacio un carácter artístico y singular. La propiedad incluye además la copropiedad de una zona comunitaria privada, donde se desarrollará un exclusivo club social para residentes. Existe la posibilidad de adquirir la vivienda completamente amueblada, con piezas de diseño contemporáneo y decoración de alta gama, listas para disfrutar desde el primer momento.",False,good,False,5133.0,False,False,False,False,[],False,False,2695000.0,€,chalet,independantHouse,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente,,Zona Pueblo,True,True,,,Zona Pueblo,,,,
103077989,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/05/f9/1177296891.webp,9,133000.0,penthouse,sale,70.0,2,1,"calle PEÑA CULEBRAS, 6",Madrid,Bustarviejo,es,40.8583011,-3.7128313,True,https://www.idealista.com/inmueble/103077989/,"Se vende piso segundo en Bustarviejo. Piso céntrico se entrega recién pintado, trastero, dos dormitorios, piso abuhardillado con mucha luz, baño completo, salón comedor, piso semi amueblado, cocina equipada, pequeña terraza con buenas vistas, calefacción eléctrica.",False,good,False,1900.0,False,False,False,False,[],False,False,133000.0,€,flat,penthouse,Bustarviejo,"Ático en calle Peña Culebras, 6",,,,,2,True,,False,,,
106733182,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/a1/4a/1292349966.webp,8,143000.0,flat,sale,60.0,2,1,Centro,Madrid,Móstoles,es,40.3193496,-3.8667002,False,https://www.idealista.com/inmueble/106733182/,"Venta Rápida de Inmuebles ofrece en exclusiva esta gran oportunidad. Descubre tu nuevo hogar en el vibrante corazón de Móstoles! Este piso reformado te sorprenderá con su luminosidad y diseño moderno. Originalmente de tres dormitorios, ahora cuenta con dos amplios espacios que ofrecen comodidad y funcionalidad. El salón, bañado en luz natural, es perfecto para relajarte o recibir visitas. La cocina, completamente reformada y equipada. El baño, también reformado con plato de ducha. Con 60 m² construidos, este piso exterior en la ultima planta ofrece vistas despejadas y una gran sensación de amplitud. La calefacción y el aire acondicionado garantizan confort durante todo el año.  No pierdas la oportunidad de vivir en una zona con todos los servicios a tu alcance y excelente conexión con todos los medios de transporte. ¡Ven a visitarlo! Además, tienes la posibilidad de financiar hasta el 100% de tu nuevo hogar.",False,good,False,2383.0,False,False,False,False,[],False,False,143000.0,€,flat,,"Centro, Móstoles",Piso,,Centro,,,4,True,,False,,,
108565005,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e8/fe/46/1348610814.webp,5,398000.0,chalet,sale,180.0,3,3,Zona Centro,Madrid,Moralzarzal,es,40.6756091,-3.9697252,False,https://www.idealista.com/inmueble/108565005/,"Autopromoción de chalet independiente a tu medida  Diseña tu casa ideal… desde los cimientos, nosotros te lo ponemos muy fácil ¿Y si en vez de buscar una casa ya hecha, la construyes desde cero con los mejores materiales y sistemas del mercado en eficiencia energética? Te ofrecemos la posibilidad de levantar una vivienda unifamiliar diseñada a tu gusto y tus necesidades y con los metros cuadrados que necesites para vivir. Nos adaptamos a cualquier posible diseño. En este caso hemos optado por una vivienda unifamiliar aproximadamente de 180m² en una parcela de 630 m² en Moralzarzal, pero el verdadero valor está en cómo se construye:  Un hogar eficiente, duradero y adaptado a ti, gracias a un sistema de construcción industrializada con tecnología de paneles SIP y acabados de alta calidad. Una construcción que marca la diferencia No todas las casas se construyen igual. La nuestra parte de una estructura eficiente y sólida, que reduce consumos energéticos, mejora el confort interior y minimiza tiempos de obra. ¿Qué hace especial esta construcción?  - Sistema Eco-SIP: Paneles estructurales con aislamiento térmico y acústico integrado.  - Montaje rápido y preciso: Menos residuos, menos errores, más calidad.  - Alta eficiencia energética: Vivienda pasiva, preparada para un consumo casi nulo.  - Durabilidad y confort: Materiales resistentes, confort acústico y temperatura constante. ¿Qué incluye? Todo lo esencial para entrar a vivir, con calidades que garantizan confort y bajo mantenimiento a largo plazo: ✔️ Estructura y cerramientos con paneles Eco-SIP  ✔️ Suelo a elegir: gres cerámico o laminado  ✔️ Ventanas de PVC con triple acristalamiento  ✔️ Acabados interiores en pladur y puertas MDF  ✔️ Cocina de 10 módulos y baño completo  ✔️ Instalación eléctrica y de fontanería  ✔️ Sistema de calefacción por aerotermia y suelo radiante Hazlo bien desde el principio. Construye un hogar que no solo se vea bien, sino que esté preparado para durar y cuidar de ti. Te acompañamos en todo el proceso: desde el diseño, los permisos, hasta la entrega final.  Contáctanos y empieza a construir con criterio. Este precio corresponde al modelo de vivienda elegido para esta parcela. Si deseas modificar el diseño, superficie o calidades, el presupuesto podrá ajustarse en función de los cambios. Consúltanos para estudiar otras opciones a medida.  Este anuncio no es vinculante y puede contener errores. Se muestra con fines informativos y no tiene carácter contractual.",False,good,False,2211.0,False,False,False,False,[],False,False,398000.0,€,chalet,independantHouse,"Zona Centro, Moralzarzal",Casa independiente,,Zona Centro,,,,,,,,,
108780361,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/22/ff/1354916265.webp,5,99000.0,flat,sale,45.0,2,1,Centro,Madrid,Aranjuez,es,40.0318135,-3.5977172,False,https://www.idealista.com/inmueble/108780361/,"Pequeña vivienda de CORRALA situada en Aranjuez. Consta de 2 dormitorios uno de ellos con balcón a la calle, un baño con plato de ducha, pequeño salón con cocina semi americana. Tanto salón como cocina constan de balcones a la calle. Tiene una bomba de AA/CC, Es una primera planta sin ascensor totalmente orientada al sur y exterior. La vivienda está alquilada actualmente por un importe de 505 €. Quedarían 3 años de contrato. Son muy buenos pagadores.",False,good,False,2200.0,False,False,False,False,[],False,False,99000.0,€,flat,,"Centro, Aranjuez",Piso,1783,Centro,,,1,True,,False,,,
100980318,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/64/1e/10/1108857310.webp,38,320000.0,chalet,sale,200.0,6,2,Miraflores de la Sierra,Madrid,Miraflores de la Sierra,es,40.8103913,-3.7672218,False,https://www.idealista.com/inmueble/100980318/,"Norte inmobiliaria les ofrece este chalet de 200 m² aprox. , en dos plantas. Salón comedor con chimenea casete, seis habitaciones, dos baños, cocina amplia, cuarto de lavado. Calf. gasoil. Terraza con fabulosas vistas. Porche de entrada. Patio 100 m² aprox. Cuarto caldera y trastero. Reformado, ventanas climalit, puente térmico, puertas de pino. Buena orientación. Muy luminoso.",False,good,False,1600.0,False,False,False,False,[],False,False,320000.0,€,chalet,independantHouse,Miraflores de la Sierra,Casa independiente,A0523,,,,,,,,,,
108576718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/f9/e6/1348931992.webp,16,819000.0,flat,sale,115.0,3,4,Barrio Prosperidad,Madrid,Madrid,es,40.4436524,-3.6676814,False,https://www.idealista.com/inmueble/108576718/,"Loft de Alto Standing en Venta – 115 m² | 3 Dormitorios | 4 Baños | Reforma Integral | Ubicación Prime en el corazon de Prosperidad. Se ofrece en venta exclusivo loft de 115 m² construidos, que REGISTRALMENTE FIGURA COMO VIVIENDA, completamente reformado con materiales de primera calidad, situado en una de las zonas más valoradas de la ciudad. Una propiedad singular que combina diseño contemporáneo, funcionalidad y confort en un entorno privilegiado. Distribución y características principales: Tres dormitorios, luminosos, con armarios empotrados y acabados de alta gama. Cuatro baños completos, completamente renovados con sanitarios modernos y excelentes calidades. Amplia zona de estar de concepto abierto que integra salón, comedor y cocina, ideal para un estilo de vida moderno. Cocina de diseño independiente, totalmente equipada con electrodomésticos integrados y mobiliario a medida. Sistema de climatización: aire acondicionado instalado en toda la vivienda. Calefacción y agua caliente sanitaria individual, proporcionando eficiencia energética y control total del consumo. Reforma integral reciente, con renovación completa de instalaciones eléctricas y de fontanería, suelos, carpintería interior y exterior, e instalación de sistemas de climatización de última generación. Ubicación: Ubicado en una zona privilegiada, a escasos minutos del intercambiador de Avenida America, con acceso inmediato a transporte público, varias líneas de metro y autobuses urbanos e interurbanos y de media y larga distancia, colegios, supermercados, restaurantes, centros educativos, zonas verdes y todos los servicios necesarios para una vida cómoda y práctica. Todo a mano, sin necesidad de desplazamientos largos. Excelente conexión con las principales vías de la ciudad. Una oportunidad única tanto como residencia principal como inversión con alta rentabilidad. Para más información o concertar una visita personalizada, no dude en contactarnos..",False,good,False,7122.0,False,False,False,False,[],False,False,819000.0,€,flat,,"Prosperidad, Madrid",Piso,2403/73,Chamartín,,,bj,False,Prosperidad,True,,,
107827324,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/9e/05/1325231027.webp,13,1030000.0,flat,sale,110.0,3,2,Barrio Goya,Madrid,Madrid,es,40.4268528,-3.6688019,False,https://www.idealista.com/inmueble/107827324/,"Exclusivo piso de lujo en cuarta planta, reformado a estrenar  Ubicado en un edificio de categoría con portal representativo, este espectacular piso de 110 metros cuadrados se encuentra en una cuarta planta interior, orientado a un amplio patio de manzana, lo que le aporta una luminosidad excepcional y una tranquilidad absoluta.  Recién reformado a estrenar, ha sido diseñado con materiales y acabados de alta calidad, ofreciendo un espacio elegante y funcional. La distribución incluye tres dormitorios y dos baños, uno de ellos en suite, optimizando cada rincón para brindar amplitud y confort.  La cocina, totalmente equipada, combina diseño y practicidad, integrándose perfectamente con el estilo moderno de la vivienda. Además, dispone de aire acondicionado por conductos, garantizando una climatización óptima durante todo el año.  El precio no incluye el mobiliario, permitiendo personalizar cada espacio según el gusto del futuro propietario.  Una oportunidad única para disfrutar de una vivienda de lujo en una ubicación privilegiada, con el equilibrio perfecto entre silencio, luz y exclusividad.",False,good,False,9364.0,False,False,False,False,[],False,False,1030000.0,€,flat,,"Goya, Madrid",Piso,,Barrio de Salamanca,,,4,False,Goya,True,,,
108849625,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/aa/09/9e/1356924528.webp,18,290000.0,flat,sale,120.0,5,2,calle de Josué Lillo,Madrid,Madrid,es,40.3874382,-3.66905,False,https://www.idealista.com/inmueble/108849625/,"Dos pisos unidos, cinco dormitorios con posibilidad de siete. Totalmente exterior, terraza caldera individual de gas natural, cocina y baño reformados. Sin cargas comunidad tranquila.",False,good,False,2417.0,False,False,False,False,[],False,False,290000.0,€,flat,,"San Diego, Madrid",Piso en calle de Josué Lillo,PRESANDIEGO,Puente de Vallecas,,,3,True,San Diego,False,,,
106394704,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/df/31/1281561497.webp,23,1490000.0,chalet,sale,480.0,5,6,Valdepastores - Las Encinas,Madrid,Boadilla del Monte,es,40.4240921,-3.8829312,False,https://www.idealista.com/inmueble/106394704/,"En Boadilla del Monte, en Valdepastores, se vende adosado reformado amueblado. La urbanización es el lugar perfecto para familias que buscan comodidad y entretenimiento en un entorno seguro y agradable. En planta baja cuenta con cocina totalmente reformada con dos espectaculares zonas de trabajo, que mediante puertas de cristal comunican con el comedor y el salón y permiten una mayor luminosidad. Desde el comedor se puede acceder al jardín con piscina privada. En planta superior se encuentran 4 habitaciones, contando la principal con baño en suite y vestidor. En planta bajo rasante encontramos una habitación adicional junto con un baño, sala polivalente y piscina de nado con zona de gimnasio y baño. La urbanización cuenta con amplias zonas comunes con piscina de adultos e infantil, tenis, pádel y pista de basket.",False,good,False,3104.0,False,False,False,False,[],False,False,1490000.0,€,chalet,semidetachedHouse,"Valdepastores - Las Encinas, Boadilla del Monte",Chalet pareado,,Valdepastores - Las Encinas,True,True,,,,,,,
108636923,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/c6/ff/1350642622.webp,2,295000.0,chalet,sale,393.0,3,2,calle de Doña Francisca y Don Francisco Fausto,Madrid,Chinchón,es,40.1373442,-3.4486298,False,https://www.idealista.com/inmueble/108636923/,"Chalet en venta ubicado en CALLE DOÑA FRANCISCA Y DON FRANCISCO FAUSTO, CHINCHÓN, Madrid. Dispone de una superficie de 429 m2  Oportunidad de inversión: inmueble procedente de ejecución hipotecaria sin posesión. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,751.0,False,False,False,False,[],False,False,295000.0,€,chalet,,Chinchón,Chalet en calle de Doña Francisca y Don Francisco Fausto,CAN0000198246,,,,,,,,,,
108433974,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/42/52/68/1344743667.webp,2,223000.0,flat,sale,147.0,3,3,calle Cristino Mallo,Madrid,Parla,es,40.2275347,-3.7758089,False,https://www.idealista.com/inmueble/108433974/,"Oportunidad de inversión: inmueble alquilado. Renta actual: 500 €/mes. Fecha de fin de contrato: Vencido.  Gran oferta de Piso en PARLA. Situado en CALLE CRISTINO MALLO, dispone de una superficie de 98 m2, 3 habitaciones.  Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,1517.0,False,False,False,False,[],False,False,223000.0,€,flat,,"Fuentebella-San Felix-El Leguario, Parla",Piso en calle Cristino Mallo,ALI0000156368,Fuentebella-San Felix-El Leguario,,,4,,,,,,
106696458,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/1e/b0/1291257099.webp,20,599000.0,chalet,sale,368.0,5,3,Miraflores de la Sierra,Madrid,Miraflores de la Sierra,es,40.8201674,-3.7598173,False,https://www.idealista.com/inmueble/106696458/,"Te presentamos esta impresionante vivienda en exclusiva ubicada en Miraflores de la Sierra, un enclave único en la Comunidad de Madrid. Este chalet, cuidadosamente diseñado y distribuido en tres plantas, ofrece espacios amplios, luminosos y funcionales, pensados para el confort y la calidad de vida, toda la vivienda cuenta con suelo radiante Distribución:  Planta baja: En este nivel se encuentra la plaza de garaje, ideal para el resguardo y acceso cómodo de tu vehículo. Su diseño aprovecha la luz natural al máximo, destacándose como una base práctica y acogedora, en esta planta nos encontramos con la segunda cocina, cuarto de caldera y habitación   Primera planta: Aquí encontrarás una terraza que conecta con el entorno natural. Una amplia cocina, un cómodo salón, un baño con plato de ducha, un armario de almacenamiento y una habitación versátil, perfecta como dormitorio o despacho. (dos armarios empotrados, chimenea y escaleras  Segunda planta: Dispone de una gran terraza con vistas espectaculares. Una habitación principal con baño en suite que incluye plato de ducha y bañera. Armario empotrado, además tiene conexión con terraza la terraza  Un segundo baño con bañera. Tres habitaciones adicionales, todas con armarios empotrados y grandes espacios, ideales para mantener la organización y aprovechar el espacio al máximo. Un entorno natural incomparable: Este chalet está rodeado de majestuosos pinos, cuenta con vistas panorámicas a las montañas de Miraflores de la Sierra.  Su parcela ajardinada te permitirá crear un espacio verde perfecto para relajarte o instalar una piscina, convirtiendo el exterior en un verdadero paraíso. Cercanía y comodidad: Ubicada a tan solo 45 minutos de Madrid, esta vivienda combina la paz de vivir rodeado de naturaleza con la ventaja de tener los servicios esenciales a poca distancia: supermercados, colegios, farmacias y restaurantes. Todo ello sin renunciar a una conexión rápida con la capital.  Diseño sólido y funcional La construcción está pensada para ofrecer durabilidad, luminosidad y confort. Este hogar es ideal tanto para una familia numerosa como para aquellos que buscan un espacio donde la funcionalidad se combine con la belleza del entorno. Y se encuentra a tan solo 100 metro parque nacional de la sierra de Guadarrama   Esta casa en Miraflores de la Sierra es mucho más que una vivienda: es un refugio donde naturaleza, diseño y comodidad se unen para ofrecer una experiencia de vida excepcional.  ¡Ven a visitarla y enamórate de su encanto!",False,good,False,1628.0,False,False,False,False,[],False,False,599000.0,€,chalet,independantHouse,Miraflores de la Sierra,Casa independiente,,,True,True,,,,,,,
102561919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/af/b5/1159660221.webp,3,248000.0,studio,sale,143.0,0,2,calle de Cuzco,Madrid,Fuenlabrada,es,40.2886425,-3.7879512,False,https://www.idealista.com/inmueble/102561919/,"Os damos la bienvenida a este espacioso piso situado en Fuenlabrada, Madrid. El inmueble se distribuye en salón-comedor, cocina. Ubicado en la 1a planta del edificio. Está situado en el centro de Fuenlabrada. En sus alrededores encontramos escuelas, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, la estación de metro Parque de Los Estados y la estación de tren La Serna. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a M-50. No te pierdas esta oportunidad de encontrar la casa perfecta para ti.  Oportunidad de inversión: inmueble procedente de ejecución hipotecaria sin posesión. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,1734.0,False,False,False,False,[],False,False,248000.0,€,flat,studio,"La Avanzada - La Cueva, Fuenlabrada",Estudio en calle de Cuzco,53022573,La Avanzada - La Cueva,,,1,,,,,,
104282701,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/38/dd/1215425141.webp,6,6000000.0,chalet,sale,1200.0,6,9,Barrio Somosaguas,Madrid,Pozuelo de Alarcón,es,40.4185564,-3.7802493,False,https://www.idealista.com/inmueble/104282701/,"EAB Propiedades Inmobiliarias vende por traslado a otro país de los propietarios esta preciosa y majestuosa vivienda de superlujo unifamiliar construida y estrenada hace tan solo un año en la urbanización de Somosaguas que tiene las máximas medidas de seguridad y privacidad de toda la zona noroeste de Madrid.  La vivienda está construida y decorada con los mejores materiales de alta gama que hay en este momento en el mercado, con estilo vanguardista y contemporáneo que cran espacios amplios, limpios y diáfanos, proyectando un ambiente cálido y acogedor lleno de luz y elegancia en todas sus estancias. La vivienda tiene dos plantas principales, más la planta sótano. En la planta de entrada a la vivienda nos encontramos con un recibidor o hall con doble altura que nos permite el acceso a las estancias de esta planta y a la planta superior. En en esta planta hay un gran salón con varios ambientes y con acceso al jardín a través de los grandes ventanales que dejan entrar la luz hasta el último rincón de la estancia. Seguido a este gran salón hay otra habitación con su baño en suite y un baño aparte para invitados Desde el salón principal también se accede a una preciosa cocina con comedor de diario, despensa y zona de servicio con dormitorio y baño. En esta misma planta podemos entrar a otra zona con servicios para disfrutar de la piscina prevista con cocina abierta y barbacoa completamente techada y con apertura regulable para disfrutar tanto en verano como en invierno. En la planta superior nos encontramos con un distribuidor que nos da paso, a un lado, al dormitorio principal en suite de gran tamaño y dos vestidores, y al otro, a otros tres dormitorios en suite, cada uno con su vestidor. Todos estos dormitorios tienen acceso a la terraza, excepto uno. En la planta sótano nos encontramos con un salón de juegos, un despacho y una bodega completamente equipada para la conservación de vinos y el acceso al garaje cubierto para dos coches (aparte hay otro garaje cubierto para tres coches más, al que se accede desde el jardín). El jardín cuenta con zonas verdes y ajardinadas, árboles muy consolidados, zona con pista de tenis, futbol y otros deportes, más la piscina de grandes dimensiones con jacuzzi. Todo está impecable, en perfecto estado de conservación. La vivienda se puede visitar concertando la visita con al menos dos días de antelación.  Por expreso deseo de los propietarios, no es posible poner fotos reales. Estas imágenes permiten mostrar una idea de la vivienda real, de la que se podrían fotos previa petición de forma privada.",False,good,False,5000.0,False,False,False,False,[],False,False,6000000.0,€,chalet,independantHouse,"Somosaguas, Pozuelo de Alarcón",Casa independiente,ENRIQUE ÁLVAREZ,Somosaguas,True,True,,,Somosaguas,,,,
108149802,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/18/2e/1337969521.webp,9,89900.0,studio,sale,31.0,0,1,Barrio Fontarrón,Madrid,Madrid,es,40.3975309,-3.6401773,False,https://www.idealista.com/inmueble/108149802/,"LOCAL - VIVIENDA ALTA RENTABILIDAD NO ES POSIBLE HACER CAMBIO DE USO ¡Ideal para inversores¡ Descubre este encantador loft reformado en el corazón de Moratalaz! Con una superficie de 31 m², este estudio es perfecto para quienes buscan un espacio funcional y acogedor. Su diseño moderno y luminoso cuenta con suelos de tarima y cerramientos en climalit que garantizan un ambiente cálido y confortable. Además, el aire acondicionado con bomba de calor y la calefacción a gas natural aseguran el máximo confort durante todo el año. La ubicación es inmejorable, a pocos pasos de la comisaría, con excelentes conexiones de transporte que facilitan el acceso a la carretera, autobuses y metro. Ideal para estudiantes o profesionales, tendrás centros educativos cercanos y una variada oferta de restaurantes en la zona para disfrutar de tu tiempo libre. Este loft también cuenta con armarios empotrados que optimizan el espacio y un baño completo que añade comodidad a tu día a día. El edificio, construido en 1970, se encuentra en muy buen estado. No dejes pasar la oportunidad de vivir en un lugar que combina, funcionalidad y una ubicación estratégica. ¡Ven a visitarlo¡.",True,good,False,2900.0,False,False,False,False,[],False,False,89900.0,€,flat,studio,"Fontarrón, Madrid",Estudio,,Moratalaz,,,bj,True,Fontarrón,False,,,
106175893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/5e/ca/1306310252.webp,4,347000.0,flat,sale,95.0,2,2,Barrio Tres Olivos - Valverde,Madrid,Madrid,es,40.4932694,-3.6865565,False,https://www.idealista.com/inmueble/106175893/,"HERRERAHOGAR, le ofrece:  Precioso piso bajo en Fuencarral, con entrada independiente, recién reformado con dos habitaciones con armarios, baño completo y un aseo, cocina con electrodomésticos y salón.  Suelos de tarima, ventanas de climalit, Aire Acondicionado por bomba de frio y calor.  Vivienda muy luminosa, comunidad muy tranquila.  En pleno centro de Fuencarral, muy bien comunicado con parada de autobús ( 137, 66, 124), parada de Metro Línea 10 Fuencarral o Tres Olivos, Cercanías Renfe Fuencarral y Ramón y Cajal. Acceso a las principales vías de Madrid M30, M40, M603, M607. Cerca de Hospital La Paz y Ramón y Cajal, Centro de Salud de Fuencarral, Correos, Centro Cultural Valverde, Bancos, Estanco, Panaderías, Peluquerías, Loterías, Supermercados Día, Mercadona, Lidl, Zonas verdes, Anillo Ciclista, Gimnasio, Colegio Sagrado Corazón, Colegio Tres Olivos, Escuelas Infantiles.  A escasos minutos de Centro Comercial La Vaguada, Caleido, Plaza Norte.  NO PIERDA ESTA OPORTUNIDAD.  TU HOGAR TE ESPERA.  RESERVA TU VISITA.",False,good,False,3653.0,False,False,False,False,[],False,False,347000.0,€,flat,,"Tres Olivos - Valverde, Madrid",Piso,,Fuencarral,,,bj,True,Tres Olivos - Valverde,False,,,
108840131,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/57/ca/1356646774.webp,8,228000.0,chalet,sale,95.0,3,2,Fuentidueña de Tajo,Madrid,Fuentidueña de Tajo,es,40.088125,-3.1367592,False,https://www.idealista.com/inmueble/108840131/,"Vende Espectacular Casa en Urbanizacion la alarilla, fuentidueña de tajo - Madrid. Habitación principal con amplio vestier, balcón y una sala de baño amplia con griferia FP. Dos (2) habitaciones secundarias con closets, Un (1) baño secundario con griferia FP. Nivel Inferior: Bella sala principal con muebles, una acogedora sala estar con sillón negro bipiel, Juego de Comedor, cuenta con Cocina, campana, horno, pared desalpicadero, tope y desayunador en granito, con sus sillas; nevera, amplia alacena.  Las paredes en la sala y escalesras en espacato. Un medio baño de visita. Toda la casa posee pisos en porcelanato. Area del patio: Habitacion de tanque subterráneo de 25000 litros, con bombas con hidroneumático, filtros Pasteur. Asi como almacen de faena. Área de parrillera al aire libre, hacia atrás Terreno de Guardia y Custodia con arboles frutales. Estacionamiento para vehículos tres (3) vehiculos techados con portón eléctrico operativo.",False,good,False,2400.0,False,False,False,False,[],False,False,228000.0,€,chalet,independantHouse,Fuentidueña de Tajo,Casa independiente,,,True,True,,,,,,,
35089188,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/44/a5/0c/744341438.webp,7,1900000.0,chalet,sale,550.0,5,5,paseo club deportivo s/n,Madrid,Pozuelo de Alarcón,es,40.4201903,-3.8063945,True,https://www.idealista.com/inmueble/35089188/,"EAB Propiedades Inmobiliarias vende este precioso chalet en la urbanización de La Finca, en perfecto estado de conservación, muy cuidado y con grandes reformas, muy pocos como este, reformado por completo hace un año y medio, planta sótano ampliada y con preciosa reforma integral, jardín muy cuidado. Oportunidad de comprar sin tener que hacer nada para entrar a vivir.",False,good,False,3455.0,False,False,False,False,[],False,False,1900000.0,€,chalet,terracedHouse,"La Finca, Pozuelo de Alarcón",Chalet adosado en paseo club deportivo s/n,ENRIQUE ÁLVAREZ,Zona Prado de Somosaguas - La Finca,True,True,,,La Finca,,,,
107763080,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/3a/6b/1323066922.webp,20,165000.0,flat,sale,61.0,1,1,Norte - Universidad,Madrid,Móstoles,es,40.3341414,-3.86615,False,https://www.idealista.com/inmueble/107763080/,"Estupendo loft a estrenar de un dormitorio mas vestidor o trastero, cocina amueblada con vitrocerámica, horno y campana, suelos en gres imitación tarima, ventanas oscilobatientes en climalit blanco, porche con rejas, excelente zona ajardinada, muy bonito, excelente ubicación luminoso. Es un local convertido en vivienda con cambio de uso en trámite, ya se han pagado las tasas correspondiente para el cambio.",False,good,False,2705.0,False,False,False,False,[],False,False,165000.0,€,flat,,"Norte - Universidad, Móstoles",Piso,,Norte - Universidad,,,bj,True,,False,,,
108222802,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/e2/63/1337584986.webp,14,140000.0,flat,sale,25.0,1,1,Centro,Madrid,Villanueva del Pardillo,es,40.4908226,-3.9634795,False,https://www.idealista.com/inmueble/108222802/,"Se vende despacho profesional con excelente rentabilidad Ponemos a la venta este acogedor despacho profesional de 25 m², ideal como inversión. Se distribuye en un salón con cocina americana, un dormitorio independiente con armario empotrado y un baño completo. Además, cuenta con un trastero ubicado sobre el baño, perfectamente aprovechado para almacenamiento adicional. Actualmente se encuentra alquilado con una renta mensual de 500 €, lo que lo convierte en una opción ideal para inversores que buscan una propiedad con rentabilidad inmediata. Situado en una finca tranquila y bien comunicada, este despacho ofrece funcionalidad, comodidad y una excelente ubicación.",False,good,False,5600.0,False,False,False,False,[],False,False,140000.0,€,flat,,"Centro, Villanueva del Pardillo",Piso,,Centro,,,bj,True,,True,,,
