propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107645217,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/0d/a0/1319146041.webp,,13,1,399000.0,flat,sale,115.0,4,2,Barrio Puerta Bonita,Madrid,Madrid,Carabanchel,es,40.3785464,-3.7491221,False,https://www.idealista.com/inmueble/107645217/,"Se Vende piso 115m 4 dormitorios con armarios empotrados, 1 Baño completo y 1 Aseo, 2 Terrazas acristaladas, Salón amplio, cocina con tendedero, aire acondicionado en salón y dormitorio principal. El inmueble es de buena construcción, con dos entradas la principal con puerta blindada, y la de servicio, calefacción central a gasoil. ventanas climalit de aluminio, suelo de parquet y puertas de roble. Plaza de garaje aparte 15.000€ si le interesa cerca. Dispone de portero físico conserje. Los gastos de comunidad 146€ y el IBI. 380€ anual. La zona está acreditada con todos los servicios, como centro de salud, supermercados y restaurantes. No pierdas la oportunidad de vivir en este amplio y tranquilo piso. VENTA PARA ENTREGAR A FINALES DE AÑO. Para más información, llamar al teléfono seis-dos-nueve-cero-siete-ocho-siete-siete-nueve.",False,good,False,3470.0,False,False,False,False,[],False,False,399000.0,€,flat,,"Puerta Bonita, Madrid",Piso,True,Puerta Bonita,True,,,,,
108215216,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/5b/5c/1337356432.webp,,8,3,379000.0,flat,sale,51.0,2,1,"calle de Manuela Malasaña, 25",Madrid,Madrid,Centro,es,40.4286432,-3.7044023,True,https://www.idealista.com/inmueble/108215216/,"Directo Propiedad, en venta apartamento de 51 metros cuadrados en la calle Manuela Malasaña, en un edificio de 1900 en muy buen estado de conservación. Excelente oportunidad de inversión, el inmueble necesita una reforma total, actualmente tiene 2 dormitorios, salon, cocina y baño.",False,renew,False,7431.0,False,False,False,False,[],False,False,379000.0,€,flat,,"Malasaña-Universidad, Madrid","Piso en calle de Manuela Malasaña, 25",False,Malasaña-Universidad,True,,,,,
108843753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/83/6c/1356755469.webp,,5,4,130000.0,flat,sale,51.0,2,1,"CL ENRIQUE MOYANO, 6",Madrid,Madrid,Carabanchel,es,40.3912206,-3.7141737,True,https://www.idealista.com/inmueble/108843753/,"! Descubre esta nueva oportunidad de la mano de Habitaliagc! Vivienda de 51m2 situada entra Plaza Elíptica y Marqués de Vadillo al lado del precioso parque de Comillas. Cuenta con 2 habitaciones y un baño, terraza y zona ajardinada. Cuarta planta con ascensor te permitirá tener unas vistas magníficas. Aprovecha esta oportunidad con grandes posibilidades.  No se puede visitar  No se puede hipotecar.",False,renew,False,2549.0,False,False,False,False,[],False,False,130000.0,€,flat,,"Comillas, Madrid","Piso en Cl Enrique Moyano, 6",True,Comillas,True,,,,,
108375893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/33/7d/1342251855.webp,223V4LaFortuna,12,bj,223000.0,flat,sale,56.0,2,1,Barrio La Fortuna,Madrid,Leganés,La Fortuna,es,40.3559652,-3.7820071,False,https://www.idealista.com/inmueble/108375893/,"Agencia inmobiliaria de Leganés zona La Fortuna Tecnocasa Estudio Inmobiliario La Fortuna: EN VENTA: Te presentamos este exclusivo PISO PLANTA BAJA de OBRA NUEVA en el Barrio de La Fortuna. IDEAL PARA PERSONAS MAYORES O CON MOVILIDAD REDUCIDA. Ubicación estratégica con fácil acceso a Madrid. Descrito de entrada, amplias estancias, cocina de diseño, baño completo con plato de ducha y dos amplios dormitorios. Disfruta de un gran patio de 22m², un jardín privado en plena ciudad. Acabados de alta calidad y diseño moderno. Detalles del Inmueble: Superficie: 77.88 metros cuadrados OBRA NUEVA Habitaciones: 2 Baños: 1 completo con plato de ducha Extras: Patio privado de 22 m2 Para más información y concertar una visita, contacta con nosotros. ¡No dejes pasar esta oportunidad! Tecnocasa La Fortuna te ofrece asesoramiento financiero personalizado.",False,good,False,3982.0,False,False,False,False,[],False,False,223000.0,€,flat,,"La Fortuna, Leganés",Piso,True,La Fortuna,False,,,,,
108405440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/49/db/1343595334.webp,CIBIZA870.000,10,8,870000.0,flat,sale,105.0,3,2,Barrio Ibiza,Madrid,Madrid,Retiro,es,40.4186228,-3.675025,False,https://www.idealista.com/inmueble/108405440/,"Actualmente el inmueble se encuentra alquilado con un contrato de larga estancia, iniciado el día 21 de Julio de 2022, el inquilino paga 2.050€ mensuales.  ¡Descubre tu nuevo hogar en el corazón de Madrid! Este impresionante piso, ubicado en el emblemático barrio de Ibiza, te ofrece la combinación perfecta de modernidad y encanto clásico. A solo un paso de los históricos jardines de El Retiro, esta vivienda reformada a estrenar cuenta con 105 m² construidos y 90 m² útiles que se distribuyen en tres dormitorios y dos baños con ventana.  El salón es amplio y luminoso gracias a sus grandes ventanales que dan a un gran patio, y la cocina americana está completamente equipada con electrodomésticos de última generación. Disfruta de la comodidad del aire acondicionado en todas las estancias y de la calefacción central comunitaria. Los suelos de parquet espiga y gres porcelánico esmaltado en los baños aportan un toque de elegancia, mientras que las puertas lacadas en blanco y las ventanas climalit aseguran un aislamiento perfecto. Además, el piso cuenta con tres armarios empotrados vestidos al detalle, ideales para mantener todo en orden. Situado en una finca clásica con portero físico y ascensor, este octavo piso ofrece una excelente luminosidad. No pierdas la oportunidad de vivir en un entorno privilegiado con todas las comodidades modernas. ¡Ven a visitarlo y enamórate de tu futuro hogar! BIENVENIDO A CASA.",False,good,False,8286.0,False,False,False,False,[],False,False,870000.0,€,flat,,"Ibiza, Madrid",Piso,False,Ibiza,True,,,,,
108409809,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/8d/a1/1344086382.webp,CPALMA280.000,5,2,280000.0,flat,sale,32.0,1,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,40.4250348,-3.7032201,False,https://www.idealista.com/inmueble/108409809/,"¡Descubre tu nuevo hogar en el vibrante corazón de Malasaña! Este encantador piso, situado a un paso de la emblemática Plaza Dos de Mayo, te ofrece la oportunidad de vivir rodeado de teatros y librerías independientes, en un entorno lleno de vida y cultura. Actualmente el inmueble se encuentra alquilado hasta Julio de 2025, vendiéndose libre de inquilino. Completamente reformado y amueblado, este acogedor espacio de 32 m² construidos, se encuentra en la segunda planta. La distribución es perfecta para aprovechar cada rincón: un hall que da la bienvenida, una moderna cocina americana equipada con electrodomésticos, salón, un dormitorio doble con gran capacidad de almacenaje gracias a sus dos armarios empotrados, y un baño elegante. Los suelos de tarima, las puertas lacadas en blanco y las ventanas climalit aportan un toque de sofisticación y confort. Además, cuenta con aire acondicionado y calefacción para asegurar tu comodidad durante todo el año.  No pierdas la oportunidad de vivir en este espacio único y lleno de encanto. ¡Llámanos para visitar la propiedad y enamórate de tu futuro hogar en Malasaña! BIENVENIDO A CASA.",False,good,False,8750.0,False,False,False,False,[],False,False,280000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso,False,Malasaña-Universidad,False,,,,,
108111413,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/25/c3/1334179322.webp,VIRGENPUERTO,6,5,260000.0,flat,sale,80.0,3,1,calle Ávila,Madrid,Móstoles,Este,es,40.3264641,-3.8553459,False,https://www.idealista.com/inmueble/108111413/,"¡ posibilidad de financiar el 100% del valor de la vivienda, asesoramiento gratuito! ¡descubre tu nuevo hogar en Móstoles! ***** hasta 100% financiación ***** b-home ofrece magnifica oportunidad en una inmejorable ubicación. - este magnifico piso consta de las siguientes características: ¡TOTALMENTE REFORMADO A ESTRENAR! -3 Dormitorios -1 Baño. -Cocina  -Salón. -Ascensor COMUNIDAD DE 50€. Para entrar a vivir, mejor ver en persona!",False,good,False,3250.0,False,False,False,False,[],False,False,260000.0,€,flat,,"Este, Móstoles",Piso en calle Ávila,True,,True,,,,,
108845069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/22/76/1356795413.webp,,6,,765000.0,chalet,sale,250.0,4,3,Soto de Viñuelas,Madrid,Tres Cantos,Soto de Viñuelas,es,40.6020156,-3.6913242,False,https://www.idealista.com/inmueble/108845069/,"VEN A VISITAR ESTE ESPECTACULAR CHALET EN SOTO DE VIÑUELAS Se Vende les ofrece EN EXCLUSIVA esta magnifica vivienda unifamiliar con piscina, distribuida en tres alturas, en la que destaca su amplitud y diseño, elegante y funcional. En la planta principal encontramos un amplio y luminoso salón, en el que se integra la cocina de diseño moderno y funcional, totalmente equipada con electrodomésticos de alta gama. Desde el salón se accede a una amplia parcela con cenador y barbacoa, creando un espacio ideal para disfrutar al aire libre. Dispone además de un dormitorio y un aseo. La planta segunda cuenta con tres habitaciones, todas ellas con armarios empotrados, y dos baños completos de diseño moderno recientemente reformados, uno  de ellos en el dormitorio principal. En la planta semisótano se encuentra el garaje con capacidad para dos coches y un espacio polivalente con ventilación y luz naturales, ofreciendo una amplia posibilidad de usos. Soto de Viñuelas es una de las zonas más exclusivas de Tres Cantos, rodeada de naturaleza y con acceso a todo tipo de servicios, a pocos minutos de colegios, supermercados y zonas deportivas. Cuenta con una buena conexión con Madrid, a través de la M-607 y M-40, facilitando el acceso en coche a la capital en aproximadamente 20 minutos, opción ideal para quienes buscan tranquilidad sin renunciar a la comodidad de la ciudad. Además, dispone de transporte público con varias líneas de autobús que conectan con Plaza de Castilla y cercanías en la estación de Tres Cantos, lo que permite un desplazamiento rápido y cómodo. Si buscas una vivienda en una zona privilegiada, con todas las comodidades y en un entorno tranquilo, este chalet en Soto de Viñuelas es la opción ideal. ¡No dejes pasar esta oportunidad y ven a visitarlo!",False,good,False,3060.0,False,False,False,False,[],False,False,765000.0,€,chalet,terracedHouse,"Soto de Viñuelas, Tres Cantos",Chalet adosado,,,,True,True,,,
108746067,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/86/2b/28/1353891693.webp,,15,6,409000.0,flat,sale,79.0,3,1,CL CESAR GONZALEZ RUANO,Madrid,Madrid,Ciudad Lineal,es,40.4377712,-3.6532387,False,https://www.idealista.com/inmueble/108746067/,,True,renew,False,5177.0,False,False,False,False,[],False,False,409000.0,€,flat,,"San Pascual, Madrid",Piso en Cl Cesar Gonzalez Ruano,True,San Pascual,True,,,,,
107947677,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/86/ba/1329173534.webp,D0225,23,,180000.0,chalet,sale,114.0,2,1,Miraflores de la Sierra,Madrid,Miraflores de la Sierra,,es,40.8139539,-3.7668838,False,https://www.idealista.com/inmueble/107947677/,"Casa de 57 m² aprox. , en una planta+ almacén de 57 m² aprox.  Salón, cocina, dos habitaciones con armarios empotrados, baño, balcón.  Calf. propano canalizado. Con muchas posibilidades.  Sin gastos de comunidad. Cerca parada autobús. En el pueblo.",False,renew,False,1579.0,False,False,False,False,[],False,False,180000.0,€,chalet,independantHouse,Miraflores de la Sierra,Casa independiente,,,,,,,,
108270715,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/e7/b0/1339110437.webp,CAN0000190411,3,3,170200.0,flat,sale,123.0,4,1,calle la Calzada,Madrid,Guadarrama,,es,40.6734999,-4.0899487,False,https://www.idealista.com/inmueble/108270715/,"Os damos la bienvenida a este espacioso piso ubicado en Guadarrama, Madrid. La vivienda se distribuye en tres habitaciones, salón-comedor, cocina y dos baños. El inmueble se encuentra en la 3a planta del edificio. Está ubicado en el corazón de Guadarrama. En sus alrededores encontramos el Hospital Universitario de Guadarrama, escuelas, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y varias paradas de autobús. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a Carr. de Madrid a A Coruña. No te pierdas esta oportunidad de encontrar la casa perfecta para ti.  Inmueble con contingencias registrales o jurídicas en trámite de subsanación.",False,renew,False,1384.0,False,False,False,False,[],False,False,170200.0,€,flat,,Guadarrama,Piso en calle la Calzada,,,False,,,,,
102843467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/29/e9/1169186918.webp,50948941,2,3,109600.0,flat,sale,71.0,1,1,calle de Zaida,Madrid,Madrid,Carabanchel,es,40.3947315,-3.7346539,False,https://www.idealista.com/inmueble/102843467/,"Os presentamos este piso ubicado en Madrid. La vivienda se distribuye en una habitación, salón-comedor, cocina y un baño. El inmueble se encuentra en la 3a planta del edificio. Se encuentra en el centro de Madrid, muy cerca de Autopista de Circunvalación M-30 en el barrio de San Isidro. En sus alrededores encontramos escuelas, supermercados, bancos, farmacias, centros deportivos, la estación de metro Carpetana y la estación de tren Laguna. En Aliseda Inmobiliaria tenemos la mayor oferta de inmuebles al mejor precio garantizado. Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti.  Oportunidad de inversión: inmueble procedente de ejecución hipotecaria sin posesión. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,1544.0,False,False,False,False,[],False,False,109600.0,€,flat,,"San Isidro, Madrid",Piso en calle de Zaida,,San Isidro,,,,,,
107528405,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/3f/ec/1315139999.webp,Cid V-148,10,1,238000.0,flat,sale,118.0,3,1,"calle Monte de Montjuich, 20",Madrid,Madrid,Villa de Vallecas,es,40.3801719,-3.6165942,True,https://www.idealista.com/inmueble/107528405/,"Piso venta zona Vallecas, salón independiente con terraza acristalada, puertas sapelli, tres dormitorios, armarios empotrados, baño, cocina amueblada, gres, aluminio, rampa de acceso a portal, dispone de ascensor, calefaccion de gas natural.",False,good,False,2017.0,False,False,False,False,[],False,False,238000.0,€,flat,,"Santa Eugenia, Madrid","Piso en calle Monte de Montjuich, 20",True,Santa Eugenia,True,,,,,
108757299,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/c8/ed/1354215449.webp,1400,17,8,420000.0,flat,sale,103.0,3,2,Barrio Numancia,Madrid,Madrid,Puente de Vallecas,es,40.399128,-3.6551795,False,https://www.idealista.com/inmueble/108757299/,"¿Te gustaría solicitar una visita presencial o más información? Por favor, escríbenos un correo electrónico y te contactamos lo mas rápido posible para gestionar tus peticiones. Ref. 1400 Gracias!",False,good,False,4078.0,False,False,False,False,[],False,False,420000.0,€,flat,,"Numancia, Madrid",Piso,True,Numancia,True,True,True,,,
107978843,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/b5/e9/1330063758.webp,1649,7,,1590000.0,flat,sale,146.0,3,2,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,40.4334303,-3.6818338,False,https://www.idealista.com/inmueble/107978843/,"Situado en una excelente finca con servicio de portería en una de las calles más representativas del barrio de Salamanca, este piso exterior de 146 m² ofrece una oportunidad perfecta para vivir con estilo y comodidad en plena zona de Castellana. Ubicado en una cuarta planta, destaca por su buena luz natural gracias a su orientación norte y a sus amplios ventanales, que aportan claridad y una sensación de amplitud en todas las estancias. La vivienda cuenta con tres dormitorios, dos baños completos y una distribución funcional, ideal tanto para familias como para quienes buscan un piso amplio en una zona prime. Las zonas comunes de la finca están en excelente estado, y el edificio cuenta con ascensor y servicio de portería, lo que añade comodidad y seguridad al día a día. Una propiedad con gran potencial, perfecta para quienes desean disfrutar de la calidad de vida que ofrece el barrio de Castellana, con todos los servicios, comercios y conexiones a pocos pasos.",False,good,False,10890.0,False,False,False,False,[],False,False,1590000.0,€,flat,,"Castellana, Madrid",Piso,True,Castellana,True,,,,,
106771698,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/5d/38/1293509088.webp,TO-1115,6,1,123000.0,flat,sale,71.0,3,1,calle Segovia s/n,Madrid,Torrejón de Ardoz,Noroeste,es,40.462197,-3.4778233,True,https://www.idealista.com/inmueble/106771698/,Se vende piso céntrico en 1ª planta.  Se encuentra alquilado. Se vende sin posesión. Sin comisiones.,False,renew,False,1732.0,False,False,False,False,[],False,False,123000.0,€,flat,,"Noroeste, Torrejón de Ardoz",Piso en calle Segovia s/n,True,,False,,,,,
103869432,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/a0/f0/1202710891.webp,id: 195091,2,,480000.0,chalet,sale,253.0,3,4,calle Pilar Miro,Madrid,Getafe,El Bercial,es,40.318873,-3.741335,False,https://www.idealista.com/inmueble/103869432/,"id: 195091 Deberá introducir este código para poder atenderle telefónicamente. Oportunidad de adquirir chalet adosado en Cesión de remate! No dudes en contactar con nosotros a través de mensaje para que te informemos de todo! Casa pareada con superficie de 253 en 4 plantas. Planta Sótano: Garaje, trastero y sala de usos multiples. PLanta Baja: Salón comerdor, cocina, aseo y amplio porche. 1ª Planta: 1 dormitorio en suite con baño y 2 dormitorios que comprate baño completo. 2ª Planta: sala Multiuso y solarium.  NOTA: Inmueble sin posesión. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente a través de cesión de remate en el marco del proceso de Subasta Judicial en el que se encuentra. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado.",False,good,False,1897.0,False,False,False,False,[],False,False,480000.0,€,chalet,terracedHouse,"El Bercial, Getafe",Chalet adosado en calle Pilar Miro,,,,,,,,
108482274,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/6a/9a/bc/1346249226.webp,,12,9,430000.0,flat,sale,73.0,2,1,"CL VIRGEN DEL CORO, 12",Madrid,Madrid,Ciudad Lineal,es,40.4334706,-3.6587643,True,https://www.idealista.com/inmueble/108482274/,Piso recién reformado en un sitio céntrico con todos los servicios alrededor. Perfecto para vivir o para alquilar.,False,good,False,5890.0,False,False,False,False,[],False,False,430000.0,€,flat,,"Concepción, Madrid","Piso en Cl Virgen Del Coro, 12",False,Concepción,True,,,,,
107993338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/4e/68/1330528111.webp,,9,,60000.0,countryHouse,sale,240.0,3,1,"calle Moral, 22",Madrid,Orusco,,es,40.2854985,-3.2094607,True,https://www.idealista.com/inmueble/107993338/,"Preciosa vivienda para reformar en el corazón del casco urbano de Orusco de Tajuña. Muy amplia, con muchas opciones para transformarla a tu gusto. La cubierta está rehabilitada recientemente, por lo que no tiene el menor problema de humedades. Tiene también un jardín trasero lleno de posibilidades. Preciosas vistas al estar en la parte más elevada del casco. Orientación Sur. Inscrita en el Registro de la Propiedad y actualizada en Catastro.",False,renew,False,250.0,False,False,False,False,[],False,False,60000.0,€,countryHouse,casaDePueblo,Orusco,"Casa de pueblo en calle Moral, 22",,,,,,,,
108779692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/7c/a4/1354898167.webp,,3,2,163000.0,flat,sale,33.0,1,1,Barrio Berruguete,Madrid,Madrid,Tetuán,es,40.4584566,-3.7070358,False,https://www.idealista.com/inmueble/108779692/,"Se vende cogedor apartamento, reformado y muy luminoso. Ubicado en el barrio de Berruguete (Tetuán); a pocos metros de calle Francos Rodríguez, entre Cuatro Caminos y Plaza de Castilla. El apartamento actualmente está alquilado hasta junio de 2026, siendo una buena oportunidad de compra para Inversores. ACTUALMENTE ARRENDADO a inquilino solvente, se justificarán los pagos a las personas interesadas. El apartamento consta de vestíbulo, salón con cocina americana, baño completo y un dormitorio con armario empotrado. El apartamento es muy luminoso al ser el último piso y tiene ventanas en todas las instancias. Ventanas aluminio con cristales Climalit, bomba de frio-calor, calefacción mediante radiadores eléctricos y termo de agua caliente. Barrio consolidado con todo tipo de servicios, comercio de proximidad y supermercados, centros de salud y hospitales, colegios y bibliotecas, etc. Medios de transporte cercanos, línea 1 de metro, Estrecho; línea 7 de metro Francos Rodríguez, así como varias líneas de autobús..",False,good,False,4939.0,False,False,False,False,[],False,False,163000.0,€,flat,,"Berruguete, Madrid",Piso,True,Berruguete,False,,,,,
105100177,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/f1/f3/1241670716.webp,JET-DE-01-265,5,2,98000.0,flat,sale,70.0,3,1,"calle de la Presa, 40",Madrid,San Fernando de Henares,Montserrat - Parque Empresarial,es,40.4285225,-3.5283372,True,https://www.idealista.com/inmueble/105100177/,"Vivienda en San Fernando de Henares (Madrid), en segunda planta, con 3 dormitorios, en plena zona urbana, con 70m². OPORTUNIDAD PARA INVERSORES. Oportunidad de adquirir fincas a través de Cesión de Crédito o Subasta Judicial a un precio muy inferior al precio de mercado. No dude en contactarnos para facilitarle esta oportunidad de mercado.",False,good,False,1400.0,False,False,False,False,[],False,False,98000.0,€,flat,,"Montserrat - Parque Empresarial, San Fernando de Henares","Piso en calle de la Presa, 40",True,,False,,,,,
108428905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/70/ba/1344599982.webp,id: 191852,7,,152000.0,flat,sale,94.0,3,2,calle Santa Cruz de Retamar,Madrid,Madrid,Puente de Vallecas,es,40.3822045,-3.643863,False,https://www.idealista.com/inmueble/108428905/,"id: 191852 Deberá introducir este código para poder atenderle telefónicamente. CESIÓN DE REMATE A la venta vivienda situada en Madrid, en Palomera. Situdada en planta tercera con ascensor. Tiene una superficie construida de 93,33 metros cuadrados y útil de 74,19 metros cuadrados Consta de distribuidor, salón comedor, tres habitaciones, dos baños, cocina y tendedero. Desconocemos su distribución interior y su estado actual. NOTA: Inmueble sin posesión. La adquisición del inmueble publicitado en este anuncio se realizará exclusivamente a través de cesión de remate en el marco del proceso de Subasta Judicial en el que se encuentra (subasta finalizada). Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. Las características del inmueble descrito en este anuncio no han podido ser verificadas y deben considerarse como orientativas.",False,good,False,1617.0,False,False,False,False,[],False,False,152000.0,€,flat,,"Palomeras sureste, Madrid",Piso en calle Santa Cruz de Retamar,False,Palomeras sureste,True,,,,,
103312281,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7c/52/cd/1185419471.webp,COS-DE-01-0102_ID_0938,4,1,175000.0,flat,sale,162.0,4,3,"plaza DE LA MARINA, 3",Madrid,Arganda,El Mirador - Grillero,es,40.2948324,-3.4299373,True,https://www.idealista.com/inmueble/103312281/,"CESIÓN DE CRÉDITO. INMUEBLE NO ADJUDICADO. El objeto de venta del presente anuncio es el crédito hipotecario garantizado por la finca del anuncio, que el vendedor transmitirá al comprador, con el fin de que este siga el procedimiento judicial correspondiente para adjudicarse el inmueble a su favor.",False,good,False,1080.0,False,False,False,False,[],False,False,175000.0,€,flat,,"El Mirador - Grillero, Arganda","Piso en plaza De La Marina, 3",True,,True,,,,,
102785778,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/5b/8c/1354323120.webp,60582029,4,1,370000.0,flat,sale,851.0,2,1,"calle de los Esparteros, 1",Madrid,Los Santos de la Humosa,,es,40.5028071,-3.2534321,True,https://www.idealista.com/inmueble/102785778/,"Vivienda ubicada al noreste de la localidad, junto a Calle de la Soledad, a 6 minutos del Ayuntamiento y con buena comunicación mediante M-226. Este inmueble se vende conjuntamente con vivienda local.",False,renew,False,435.0,False,False,False,False,[],False,False,370000.0,€,flat,,Los Santos de la Humosa,"Piso en calle de los Esparteros, 1",,,False,True,True,,,
108741196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/29/d9/1353764059.webp,24V026,2,,1300000.0,chalet,sale,280.0,6,4,Valdecabañas,Madrid,Boadilla del Monte,Valdecabañas,es,40.4374562,-3.8853465,False,https://www.idealista.com/inmueble/108741196/,"� 100% Inmobiliaria vende fantástico chalet independiente en una de las mejores zonas de Boadilla del Monte � Ubicación privilegiada | � Privacidad garantizada | � Vídeo disponible para interesados Por solicitud expresa del propietario, no se publican imágenes del interior para preservar su intimidad. Si está realmente interesado, disponemos de un vídeo detallado de la propiedad que estaremos encantados de facilitarle. � Características principales: 6 amplias habitaciones 4 baños completos Cocina totalmente equipada Gran salón-comedor Segundo salón en planta superior Zona de lavado, trastero y vestidor Terraza con vistas Jardín privado con piscina de reciente construcción 3 plazas de garaje (2 interiores + 1 exterior cubierta) Placas solares con acumulador de agua caliente para ahorro energético � Distribución: Planta principal Dividida en zona social y privada: Salón-comedor amplio y luminoso Cocina con acceso desde el vestíbulo y comedor Baño de cortesía 4 dormitorios (uno en suite con baño y vestidor) 2 baños completos Acceso directo al jardín desde todas las estancias (excepto baños) Planta superior Segundo salón con salida a una gran terraza con vistas 2 dormitorios con acceso a vestidor común 1 baño completo � Extras: Piscina privada Jardín consolidado Placas solares (ahorro energético) Máxima privacidad � Solicita información sin compromiso � Te enviaremos el vídeo completo de esta espectacular vivienda � ¡No dejes pasar esta oportunidad única!",False,good,False,4643.0,False,False,False,False,[],False,False,1300000.0,€,chalet,independantHouse,"Valdecabañas, Boadilla del Monte",Casa independiente,,,,True,True,,,
