propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107389237,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e7/9e/13/1311466762.webp,33,6,665000.0,penthouse,sale,209.0,True,4,2,calle de Villasilos,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4197171,-3.628525,False,https://www.idealista.com/inmueble/107389237/,"¡Descubre el ático de tus sueños en el corazón de Madrid! Este espectacular inmueble de 209 m² construidos y 110 m² útiles ofrece el espacio perfecto para familias o personas que buscan comodidad y estilo. Con cuatro amplias habitaciones y armarios empotrados, tendrás todo el espacio que necesitas. Disfruta de dos modernos cuartos de baño, uno de ellos con ducha de hidromasaje para un relajante final del día. El salón climatizado con aire acondicionado es ideal para cualquier estación del año, mientras que la calefacción de gas natural garantiza confort en todas las estancias. Las terrazas son el lugar perfecto para relajarse al aire libre, disfrutando de las vistas de la ciudad. La seguridad está garantizada con una puerta principal blindada y acorazada. Además, el ático fue reformado integralmente en fontanería y electricidad en 2004, asegurando un excelente estado general. Ubicado en una zona privilegiada de Madrid capital, tendrás acceso a todos los servicios y comodidades que la ciudad ofrece. Situado en la planta 6 de un edificio con ascensor, este ático es una joya que no querrás dejar pasar. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,True,3182.0,True,False,False,False,[],False,False,665000.0,€,flat,"Pueblo Nuevo, Madrid",Ático en calle de Villasilos,penthouse,pl.villasilos,,,,,,
108620806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/dd/c4/1350186114.webp,41,4,1400000.0,flat,sale,212.0,True,4,4,"CL PRECIADOS, 34",Madrid,Madrid,Centro,es,Sol,40.4197736,-3.7066749,True,https://www.idealista.com/inmueble/108620806/,"Agencia inmobiliaria de MADRID - zona SOL - CALLE PRECIADOS 34 - GRAN VIA - CENTRO HISTORICO MADRID    Consultoría Inmobiliaria Cortés SL ofrece en venta ¡Oportunidad única en el corazón de Madrid!  Te presentamos este encantador piso de 178 m² construidos, DIVIDIDO EN 4 VIVIENDAS INDEPENDIENTES, ubicado en una finca con conserje y ascensor.  IDEAL PARA INVERSORES QUE BUSQUEN ALTA RENTABILIDAD Cada piso se distribuye, pasillo, 1 dormitorio, salón con cocina americana y baño con plato de ducha, todo en buen estado, el balcón se encuentra en el Salón que ofrece vistas a la conocida calle Preciados, permitiéndote disfrutar de la vibrante vida cultural de la ciudad desde la comodidad de tu hogar. Este inmueble se encuentra en buen estado y dispone de armarios empotrados, aire acondicionado y calefacción por bomba de frío/calor, garantizando tu confort durante todo el año.  La ubicación es simplemente inmejorable: a solo escasos pasos de las bocas de metro Santo Domingo, Callao, Sol, Gran Vía, a menos de 10 minutos del Teatro Real y del majestuoso Palacio Real. Además, la icónica Plaza Mayor está muy cercana, ofreciéndote una experiencia única en una de las zonas más emblemáticas de Madrid. No pierdas la oportunidad de vivir en este maravilloso piso exterior, situado en la tercera planta de un edificio con ascensor. Ideal tanto para familias como para inversores que buscan una propiedad en una ubicación privilegiada. ¡Contacta con nosotros y ven a visitarlo!",False,good,False,True,6604.0,True,False,False,False,[],False,False,1400000.0,€,flat,"Sol, Madrid","Piso en CL Preciados, 34",,,,,,,,
108891645,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/49/f2/1358107122.webp,32,,349900.0,chalet,sale,643.0,,5,2,calle de la Alcuceria,Madrid,Chinchón,,es,,40.1396851,-3.418203,False,https://www.idealista.com/inmueble/108891645/,"Si llevas un tiempo buscando casa por Chinchón y ya estás a punto de rendirte después de ver casas que son o ruinas o mansiones imposibles, espera un momento. Respira. Que esta puede que no sea perfecta, pero sí tiene algo que las demás no: posibilidades de verdad.   Y no hablamos de las típicas “posibilidades” que te sueltan para justificar que hay que rehacer medio tejado y medio sueldo. Hablamos de espacio real, de metros útiles, de huecos con historia, y de algo que no muchas pueden ofrecer: una cueva. Sí, una cueva. Natural, fresquita y con mil vidas posibles. Bodega, trastero, refugio secreto, cuarto de quesos o de vinos… tú decides. La casa tiene dos plantas más esa planta “extra” que es pura personalidad. En total, cinco habitaciones, dos baños, un salón amplio donde cabe toda la familia sin apretarse y una cocina independiente que mezcla tradición y comodidad: cocina de leña para los domingos lentos y vitro para el día a día sin complicaciones. Además, tiene una nave que puedes usar como cochera, como taller, como almacén de bicis o de sueños a medio montar. Y todo esto dentro de una parcela de 800 m², donde da gusto respirar y planear lo que quieras hacer con el espacio exterior. ¿Está lista para entrar a vivir? Sí. Puedes instalarte desde el primer día y, si quieres, ir haciendo mejoras poco a poco, a tu ritmo y a tu gusto. Porque lo bueno de esta casa es que tiene lo esencial para empezar y margen más que de sobra para adaptarla a ti. Sin prisas, sin obras eternas, sin dramas. Está en una zona tranquila de Chinchón, bien conectada, con vecinos cerca, sí, pero sin agobios. Aquí puedes tener tu espacio sin sentirte en medio del campo ni en una urbanización fantasma. ¿Te preocupa el tema de la hipoteca? Si bien el año pasado fue complicado en términos de adquisición de viviendas, este año las entidades bancarias están siendo más flexibles en cuanto a la aprobación de hipotecas, ofreciendo mejores tasas de interés. ¿Necesitas financiación? ¡Estamos aquí para ayudarte! Contamos con un equipo financiero dedicado exclusivamente a evaluar la viabilidad del préstamo. Si deseas visitar la propiedad, no dudes en llamarnos ahora mismo. Estaremos encantados de resolver cualquier pregunta que tengas.",True,good,False,,544.0,True,False,False,False,[],False,False,349900.0,€,chalet,Chinchón,Chalet adosado en calle de la Alcuceria,terracedHouse,28_23,True,True,,,,
109154054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/98/1e/1366055666.webp,15,5,650000.0,flat,sale,99.0,True,3,2,Barrio Prosperidad,Madrid,Madrid,Chamartín,es,Prosperidad,40.4414019,-3.6754974,False,https://www.idealista.com/inmueble/109154054/,"Lunimoso piso de 3 dormitorios y 2 baños BALCÓN - PLANTA ALTA CON ASCENSOR - BUENA RENTABILIDAD DESCRIPCIÓN Entrada. Salón-comedor con acceso a un balcón con toldo (caben una mesita y dos sillas). 3 dormitorios con armarios empotrados. 2 baños completos. Cocina equipada con todos los electrodomésticos. CALIDADES Planta alta muy luminosa y tranquila. Aire acondicionado. Calefacción central con radiadores regulables. Ventanas con doble acristalamiento. Video portero y puerta blindada LOCALIZACIÓN A 200 metros del metro Prosperidad (L4) y a 500 metros del metro Cruz del Rayo (L9). Muy cerca de varias paradas de autobús, del intercambiador de Avenida de América y con acceso rápido a la M-30 y M-40. En los alrededores se encuentran centros comerciales, colegios (Colegio Claret de Madrid, IES Clara del Rey), guarderías, museos, parques (Parque Avenida de América), farmacias, zonas culturales (Museo Nacional de Ciencias Naturales), hospitales (Hospital Quirón Salud San José) y una amplia oferta de restaurantes. Gastos de comunidad: 110 €/mes  IBI: 540€/ año. ITE favorable ****Si necesita ampliar información puede ponerse en contacto con nosotros y con gusto le atenderemos****.",True,good,False,True,6566.0,True,False,False,False,[],False,False,650000.0,€,flat,"Prosperidad, Madrid",Piso,,,,,,,,
107330143,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/bd/3a/1326286611.webp,33,2,299000.0,flat,sale,124.0,True,3,2,San José - Buenos Aires,Madrid,Pinto,San José - Buenos Aires,es,,40.2415887,-3.7076374,False,https://www.idealista.com/inmueble/107330143/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y dos baños. Se encuentra en la 2ª planta de un edificio residencial, y cuenta con garaje y trastero. Dispone de ascensor. ituado en San José Buenos Aires, Pinto. La vivienda se distribuye en tres dormitorios y, armarios empotrados, salón-comedor con acceso a jardín, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de piscina. Se encuentra ubicado en Pinto al Sur de Madrid. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Pinto y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana se encuentra a menos de 10 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el colegio más cercano se encuentra a 240 metros. La zona cuenta con una amplia oferta de entretenimiento con parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Sur, M-506 y la Calle Aguilas.  Estado de la vivienda: vacante"".",True,good,False,True,2411.0,True,False,True,False,[],False,False,299000.0,€,flat,"San José - Buenos Aires, Pinto",Piso,,2110/21100032/223,True,True,,,,
107188813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/d2/32/1306144319.webp,23,bj,880000.0,flat,sale,105.0,False,2,2,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4255762,-3.6804963,False,https://www.idealista.com/inmueble/107188813/,"Altor Asesores les ofrece este amplio y magnifico piso en una de las mejores fincas de Goya esquina con General Pardiñas, en el corazón del barrio de Salamanca. A pasos de las tiendas y comercios más prestigiosos de la capital. Finca clásica de 1920. Consta de 84 metros cuadrados de vivienda y 18 metros cuadrados de terraza de uso privado.  La vivienda está totalmente reformada con acabados de lujo, aire acondicionado central por conducto en techo, suelos y área social de la vivienda con suelo de alta calidad. Tiene dos dormitorios dobles, que dan a patios interiores, y dos baños.  Alta rentabilidad para alquilar. Todas las estancias de la vivienda cuentan con grandes ventanas, tiene techos palaciegos de 3,10 m2.  Buena comunidad de vecinos.  En una de las zonas mas exclusivas de Madrid se ubica esta vivienda, en lo mejor del Barrio Salamanca, una de las zonas residenciales más elegantes y prestigiosas de España, con uno de los mayores niveles de vida de Europa. En él se encuentra la mayor zona de compras de lujo de Madrid, donde se reúnen las más elegantes firmas de moda. Destaca también por sus señoriales fachadas, que lo convierten en una preciosa representación para el mundo de la arquitectura clásica y vanguardista. La oferta gastronómica que podemos encontrar responde a los gustos de un cliente moderno, cosmopolita y sofisticado. Podemos resumir que en el barrio de Salamanca han sabido combinar, con gusto exquisito, el clasicismo de mediados del siglo XIX con las necesidades y estilo del siglo XXI, sin olvidar su cercanía al parque del Retiro, el gran pulmón verde del centro de la ciudad. Clásico y elegante, versátil y cosmopolita.",False,good,False,True,8381.0,False,False,False,False,[],False,False,880000.0,€,flat,"Goya, Madrid",Piso en calle de Goya,,1077,,,,,,
108089026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/49/3d/1333828304.webp,20,2,239000.0,flat,sale,88.0,True,2,1,calle Pino,Madrid,Ajalvir,,es,,40.5333981,-3.4776336,False,https://www.idealista.com/inmueble/108089026/,"¡Descubre tu nuevo hogar en la zona norte de Madrid! Globalpiso Fuencarral te presenta esta estupenda vivienda abuhardillada de 88 m², ubicada en una segunda planta sin ascensor. Este acogedor inmueble ha sido actualizada y ofrece un ambiente cálido y luminoso, perfecto para quienes buscan comodidad y funcionalidad. Características principales: 2 amplios y luminosos dormitorios exteriores, con ventanas Velux que garantizan una excelente ventilación e iluminación natural. Salón que comunica mediante una puerta corredera de aluminio con una preciosa terraza acristalada, con paredes revestidas en madera, además de una terraza abierta ideal para disfrutar del aire libre. Cocina completamente reformada, equipada con muebles de madera y electrodomésticos de última generación. Amplio baño con techo de imitación madera, plato de ducha e hidromasaje para un momento de relax. Calidades y detalles: Puerta de entrada blindada para mayor seguridad, calefacción individual de gas natural (Valliant), que garantiza un ambiente cálido durante todo el año. Paredes de gotelé, suelos cerámicos y de tarima, aire acondicionado y ventiladores de techo para tu confort. Ubicación: Situada prácticamente en el centro de Ajalvir, en una zona consolidada con todos los servicios a tu alcance: centro de salud, supermercados, colegios, bares y restaurantes. Además, cuenta con excelente comunicación: a pocos metros de la parada de autobús interurbano, con fácil acceso a la M-50 y NII, y a solo 15 minutos del aeropuerto. *Globalpiso nunca solicitará documentación ni dinero sin haber realizado antes una visita a la vivienda. *Ofrecemos financiación del 100% a través de nuestro departamento financiero, H2b Hipotecas. La aprobación de la financiación está sujeta a las condiciones de la entidad financiera y se evaluará el perfil y solvencia del cliente. *De conformidad con el Artículo 6 del RD 515/1989, de 21 de abril, informamos a los clientes que los gastos notariales, registrales, Impuesto de Transmisiones Patrimoniales (I. T. P. ) gastos financieros e intermediación inmobiliaria y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""Se cumplen todos los requisitos y derechos referidos en la Ley 12/2023 por el Derecho a la Vivienda"" ¡Ven a visitarla y enamórate de tu futuro hogar!",False,good,False,False,2716.0,False,True,False,False,[],False,False,239000.0,€,flat,Ajalvir,Piso en calle Pino,,FUE1628,,,,,,
107057051,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/42/74/1301690392.webp,22,bj,127000.0,flat,sale,43.0,True,1,1,calle Toledo,Madrid,Alcalá de Henares,Val,es,,40.4830593,-3.3441214,False,https://www.idealista.com/inmueble/107057051/,"Oportunidad inmueble sin posesión, no se puede visitar. Propio para inversores o vecinos que conozcan el inmueble. Disponemos de una amplia cartera de inmuebles sin posesión en madrid y en toda españa. Propio, pequeño y gran inversor. Madrid es un municipio y una ciudad de españa. La localidad, con categoría histórica de villa, 9 es la capital del estado10 y de la comunidad de madrid. En su término municipal, el más poblado de españa, su población es de 3 416 771 habitantes (ine 2024), constituyéndose como la segunda ciudad más poblada de la unión europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,renew,False,True,2953.0,True,False,False,False,[],False,False,127000.0,€,flat,"Val, Alcalá de Henares",Piso en calle Toledo,,GTRE-01412,,,,,,
108723629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/3b/aa/1356650823.webp,19,bj,250000.0,flat,sale,51.0,True,2,1,calle de las Higueras,Madrid,Madrid,Latina,es,Lucero,40.4041323,-3.7444452,False,https://www.idealista.com/inmueble/108723629/,"OBRA NUEVA EN LUCERO | 2 HABITACIONES | IDEAL INVERSIÓN Piso de 51 m² recién construido, ubicado en un edificio de obra nueva en el barrio de Lucero, una zona residencial con alta demanda de alquiler y excelente proyección de valorización. Distribución: 2 habitaciones 1 baño completo Cocina abierta integrada al salón Espacios bien aprovechados y muy luminosos Características destacadas: Obra nueva, listo para escriturar Excelentes calidades de construcción Trastero Posibilidad de adquirir plaza de garaje  Ideal para vivienda habitual o inversión Ubicación estratégica: Muy bien comunicado mediante transporte público, cerca de parques, colegios, comercios y vías principales. Precio: desde 250.000 € Disponibilidad inmediata para visitas. Contáctanos para agendar tu cita y conocer esta oportunidad.",True,good,False,False,4902.0,True,False,False,False,[],False,False,250000.0,€,flat,"Lucero, Madrid",Piso en calle de las Higueras,,,True,False,,,,15000.0
108892611,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/67/32/1358137689.webp,29,3,484000.0,flat,sale,104.0,True,2,1,Barrio Guindalera,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4316078,-3.6654942,False,https://www.idealista.com/inmueble/108892611/,"""ESTUPENDA VIVIENDA EN VENTA  Excelente vivienda de dos dormitorios y un baño. Se encuentra en la planta 3 de un edificio residencial. No dispone de ascensor. Situado en Guindalera en el distrito de Salamanca.  La vivienda se distribuye en dos dormitorios, salón-comedor, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora.  Se encuentra ubicado en Guindalera, Salamanca (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Ventas y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Villafranca y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 670 metros, el hospital más cercano se encuentra a 560 metros, existen 4 farmacias a menos de 300 metros, existen 3 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 7 bancos, una comisaría de policía, una estación de bomberos.  La zona cuenta con una amplia oferta de entretenimiento con 2 bibliotecas, un teatro, un gimnasio, 9 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 2 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Calzada lateral M-30, Calle de Alcala y la Calle de Juan Bravo.  Estado de la vivienda: vacante. "".",True,good,False,False,4654.0,True,False,True,False,[],False,False,484000.0,€,flat,"Guindalera, Madrid",Piso,,2001/20010001/644,,,,,,
