propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,detailedType.subTypology
108410099,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/23/58/1344913076.webp,NM210429,43,3,665000.0,flat,sale,128.0,True,3,2,calle Severo Ochoa,Madrid,Boadilla del Monte,Sector B,es,,40.4092978,-3.8926632,False,https://www.idealista.com/inmueble/108410099/,"Descubre esta magnífica oportunidad en el Sector B de Boadilla del Monte, una de las zonas más demandadas del noroeste de Madrid. Este piso de 128 m² construido se encuentra ubicado en una urbanización que ofrece todas las comodidades necesarias para disfrutar de una calidad de vida excepcional. Con 3 dormitorios, 2 baños, una plaza de garaje y una amplia gama de servicios comunitarios como piscina, pista de tenis-pádel, gimnasio y conserje, este inmueble es perfecto tanto para familias como para inversores que busquen rentabilidad tras una reforma. El inmueble, construido en 2010, cuenta con calefacción individual de gas natural, aire acondicionado, suelo de tarima flotante y puerta blindada. Además, incluye un trastero y tendedero, haciendo de este piso una opción funcional y práctica. El Sector B de Boadilla del Monte es una zona residencial consolidada, conocida por su ambiente familiar, seguridad y excelente conectividad. A menos de 10 kilómetros encontrarás el prestigioso colegio Highlands School Los Fresnos, ideal para aquellos que valoran la cercanía de centros educativos de calidad. Si buscas opciones de ocio y compras, el Centro Comercial El Palacio está a pocos minutos en coche, ofreciendo una amplia variedad de tiendas, restaurantes y servicios. En cuanto al transporte público, esta zona está bien comunicada con la capital gracias a las líneas de autobús 573, 574 y 575, así como la cercanía a la estación de metro ligero ""Infante Don Luis"" (Línea ML3). El entorno de Boadilla del Monte destaca por su equilibrio entre naturaleza y urbanismo. Sus grandes avenidas, zonas verdes y parques hacen de este barrio un lugar ideal para vivir o invertir. Además, su proximidad a la autovía A-6 y a la M-50 garantiza un acceso rápido y cómodo tanto al centro de Madrid como a otras localidades de la Comunidad. Desde 1983, en GILMAR hemos ayudado a miles de personas a encontrar la casa de sus sueños o a maximizar la rentabilidad de sus inversiones inmobiliarias. Nuestro equipo de expertos en Boadilla del Monte está a tu disposición para brindarte un asesoramiento personalizado y acompañarte en todo el proceso. Si deseas más información sobre esta propiedad, por favor, facilítanos la referencia 210429. Puedes contactar con nuestro equipo en la oficina de Boadilla, ubicada en la Glorieta Virgen María, 7. Llámanos al o envíanos un correo a. ¡Estaremos encantados de ayudarte!",True,good,False,True,5195.0,True,True,False,False,[],False,False,665000.0,€,True,True,,flat,"Sector B, Boadilla del Monte",Piso en calle Severo Ochoa,Top,
107072524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/1d/82/1338516106.webp,W-02UH00,63,,1680000.0,chalet,sale,495.0,,6,5,Ciudalcampo,Madrid,Ciudalcampo,,es,,40.6189527,-3.6108206,False,https://www.idealista.com/inmueble/107072524/,"Magnífico chalet independiente en Ciudalcampo Magnífico chalet independiente de 495m2 en Ciudalcampo, para entrar a vivir con las mejores calidades y equipamientos. Con una parcela de 2.500 m2, la casa se encuentra en la zona alta, con una excelente orientación que inunda de luz natural el interior y exterior. Su jardín, con piscina cubierta removible para usar todo el año, cuenta con majestuosos árboles, una gran variedad de flores, frutales, setos y zonas diferenciadas. La vivienda está distribuida de manera funcional y elegante con suelos de mármol travertino. En la planta principal se puede hacer vida, cuenta con un imponente hall de entrada con doble altura que da paso a un salón-comedor amplio y luminoso con chimenea cassette de leña, en diferentes ambientes y acceso directo a porches cubiertos con acristalamiento removible, ideales para usar en cualquier época del año. La cocina, luminosa y bien comunicada con el comedor, está diseñada para garantizar comodidad y eficiencia. En esta planta se encuentra un despacho en dos ambientes con sala de juntas incorporada, con chimenea de pellets, perfecto para quienes valoran un espacio de trabajo en casa. Además, un baño de cortesía completo y un dormitorio principal en suite con vestidor y chimenea de pellets. Subiendo por una elegante escalinata, encontramos cuatro dormitorios espaciosos, uno es en suite, mientras que los otros comparten un baño.  La planta baja ofrece un amplio garaje cubierto con capacidad para 6 coches, junto con una sala de plancha y almacen. También dispone de un dormitorio de servicio en suite, sala de máquinas y una encantadora bodega. Destaca por su eficiente sistema de climatización, que incluye suelo radiante con caldera de gasoil, dos bombas de calor Daikin, una estufa de pellets y una estufa de leña en el porche. La carpintería es de PVC oscilobatiente y con rotura de puente térmico, garantizando un óptimo aislamiento. Jardín con riego automático de diez fases, piscina iluminada de 10x5 metros con cubierta removible y un moderno sistema de clorador salino con regulación de pH automática. Además, la parcela dispone de iluminación en todo su perímetro, una zona de huerto con riego automatizado y barbacoa exterior. Puertas de entrada y del garaje blindadas, portero automático. Su edificabilidad no está agotada se podría ampliar. Ciudalcampo ofrece una vida en plena naturaleza sin sacrificar la seguridad y los servicios de la ciudad. Situada en el excepcional Parque Regional de la Cuenca Alta del Manzanares, situada en los municipios de San Sebastián de los Reyes y Colmenar Viejo destaca por su entorno privilegiado con vistas impresionantes a la sierra norte de Madrid. Con un cómodo acceso en el Km 28 de la N-1 y cercanía al aeropuerto de Madrid Barajas, IFEMA y a un parque empresarial con múltiples empresas multinacionales, Ciudalcampo combina la comodidad de la vida urbana con la tranquilidad de la naturaleza. Las propiedades independientes en parcelas con una media de 3.200 m2 ofrecen total intimidad, mientras que las urbanizaciones de pisos, chalets adosados e independientes cuentan con amplias zonas verdes y servicios comunes. Destacan el prestigioso Colegio Internacional SEK y el Club Deportivo RACE, que ofrece una amplia gama de instalaciones deportivas y sociales. Además, los residentes pueden disfrutar de 6.5 km de circuito físico para la práctica de deportes al aire libre y 41 km de viales con tráfico limitado, ideales para paseos en plena naturaleza. La seguridad es primordial en Ciudalcampo, con un sistema de cámaras, vallado perimetral y servicio de seguridad 24 horas. Además, el servicio regular de autobuses que comunica con Plaza Castilla y Alcobendas/San Sebastián de los Reyes, junto con una línea de minibuses internos, garantizan una excelente movilidad dentro y fuera de la urbanización. En resumen, Ciudalcampo es una zona residencial en auge, similar a la Moraleja, donde se dema.",True,good,False,,3394.0,True,True,False,False,[],False,False,1680000.0,€,True,True,,chalet,Ciudalcampo,Casa independiente,Top,independantHouse
108371539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/02/e5/1345409576.webp,AA210624,31,bj,361270.0,studio,sale,50.0,True,0,1,Barrio Guindalera,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4373509,-3.6667613,False,https://www.idealista.com/inmueble/108371539/,"Estudio en Guindalera Gilmar presenta en Exclusiva este excelente estudio exterior, perfecto para entrar a vivir. Se encuentra en la planta baja de un edificio residencial y cuenta con trastero y plaza de garaje opcional (Plaza de garaje fuera del precio). Ideal como primera vivienda o inversión. El estudio es muy luminoso, tiene grandes ventanales y se distribuye en recibidor, dormitorio, salón-comedor, cocina independiente, totalmente equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora y un espacioso baño. Dispone de suelos cerámicos en toda la vivienda. Calefacción por conducto Frío/Calor y agua caliente por termo eléctrico. Se encuentra ubicado en el emblemático barrio de Guindalera. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Cartagena y Parque de las Avenidas, se encuentra a pocos minutos andando.  La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a pocos metros, farmacias, supermercados, bancos, diversos parques, restaurantes, comercios. La vivienda está ubicada en una zona muy bien comunicada con múltiples opciones de transporte público y un rápido acceso a la M-30 y la A-2, estando a pocos minutos del Aeropuerto Internacional de Madrid Barajas. Además, ofrece una amplia oferta de ocio y servicios, tiendas de todo tipo, gran variedad de restaurantes y cafeterías, parques y áreas verdes para disfrutar del aire libre. La ubicación de este piso es inmejorable. El barrio de Guindalera ofrece una gran variedad de servicios y comodidades. En sus proximidades se encuentra el Parque de las Avenidas, la Plaza de Toros de las Ventas y la Estación Avenida de América. También cuenta con una amplia oferta de parques, comercios, supermercados, centros educativos y deportivos. Además, dispone de una excelente selección de bares y restaurantes con terrazas que invitan a disfrutar de un ambiente relajado y familiar. En cuanto a las comunicaciones, este barrio cuenta con varias estaciones de metro cercanas, como Manuel Becerra, Diego de León y Ventas. También hay paradas de autobús en las inmediaciones, que ofrecen acceso directo a distintas zonas de Madrid. Además, la ubicación del piso permite un fácil acceso a la M30, lo que facilita los desplazamientos en coche. No dudes en contactarnos para obtener más información sobre esta propiedad. Desde 1983, Gilmar Consulting Inmobiliario ha estado ayudando a sus clientes a encontrar la casa de sus sueños, brindando un servicio profesional y personalizado. Nuestro equipo está disponible para responder a todas tus preguntas y acompañarte en todo el proceso de compra. Nos encontramos en la calle Corazón de María esquina con López de Hoyos. Puedes contactarnos a través del teléfono o por correo electrónico. ¡Esperamos poder ayudarte a encontrar tu nuevo hogar!",True,good,False,True,7225.0,True,True,False,False,[],False,False,361270.0,€,True,False,28000.0,flat,"Guindalera, Madrid",Estudio,Top,studio
108462901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/ec/56/1345969586.webp,JS209243 ,34,,1250000.0,chalet,sale,186.0,,5,4,Barrio Palomas,Madrid,Madrid,Hortaleza,es,Palomas,40.4534829,-3.6082216,False,https://www.idealista.com/inmueble/108462901/,"GILMAR Consulting Inmobiliario Madrid, Conde Orgaz-Campo de las Naciones, comercializa en exclusiva en La Piovera, uno de los barrios residenciales de mayor lujo en Madrid, este singular chalet PAREADO, completamente reformado en 2007. La vivienda, de gran luminosidad, cuenta con 5 dormitorios y 4 cuartos de baño con un jardín privado de 80 m² en el que se puede hacer una piscina; al jardín se accede desde el salón, el porche, y también desde el garaje directamente.  La planta calle se distribuye en hall de entrada, cocina-office, aseo de invitados, salón-comedor con grandes ventanales que logran una vista completa del jardín y acceso al porche.  La primera planta cuenta con 2 dormitorios y 2 baños (el dormitorio principal con baño en suite, vestidor y acceso a una terraza, el otro dormitorio también tiene acceso a otra gran terraza).  En la segunda planta tenemos 2 dormitorios y un baño.  Por último, en la planta semisótano, se encuentra el garaje con capacidad para 2 coches. Hay que recalcar la fantástica orientación de la vivienda, así como la ubicación, junto a un parque, amplias zonas verdes y el anillo ciclista de Madrid. Es una vivienda muy funcional pensada para garantizar el confort y el bienestar de sus futuros propietarios. Se encuentra estratégicamente ubicado en una de las principales zonas de expansión/lujo/prime de Madrid capital. Un emplazamiento residencial de excepción, a escasos metros de las emblemáticas áreas de influencia del aeropuerto e IFEMA. La comunicación es inmejorable, en sus proximidades se pueden encontrar, centros comerciales (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parques (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc.), club deportivos (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc.), colegios (Liceo Francés, San José del Parque -Maristas Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, Colegio GAUDEM, Montessori, Dallington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Française Pomme D'api, Colegio Brains María Lombillo, etc.), parques empresariales (Julián Camarillo, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), áreas empresariales (la milla de oro tecnológica madrileña, el llamado Silicon Valley de Madrid, un entorno con más de 200 empresas del sector tecnológico, cuajado de centros de datos y kilómetros de fibra óptica), hospitales (Clínica Universitaria de Navarra, etc.), sedes empresariales (VODAFONE, Banco Popular, ABC, EL PAIS, Registros de la Propiedad de Madrid, Banco de España, CSIF, Telefónica, Liberty Seguros, AENA, Juzgados, Jefatura General de Tráfico, etc.), hoteles (Melia, Hilton, Barceló, Confortel, IBIS, etc.), recintos feriales-IFEMA, etc. Con salida directa a M-30 y M-40, y a 5 minutos del centro de Madrid y del Aeropuerto Internacional Adolfo Suárez Madrid-Barajas. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles de Madrid, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles. Recuerde facilitarnos la referencia 209243 para poder atenderle de manera eficaz.",True,good,False,,6720.0,True,True,False,False,[],False,False,1250000.0,€,True,True,,chalet,"Palomas, Madrid",Chalet pareado,Top,semidetachedHouse
108350777,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/ab/a2/1341500906.webp,W-0304ZH,52,,1150000.0,chalet,sale,320.0,,6,5,Barrio Marazuela- El Torreón,Madrid,Las Rozas de Madrid,Marazuela- El Torreón,es,Marazuela- El Torreón,40.4961617,-3.8599529,False,https://www.idealista.com/inmueble/108350777/,"Elegancia y calidez tras una reforma impecable en la Marazuela Engel & Völkers tiene el placer de presentar esta magnífica vivienda adosada, completamente reformada, ubicada en la prestigiosa urbanización de La Marazuela, en Las Rozas de Madrid. Con una superficie construida de 320 m² y una distribución equilibrada en varias plantas, esta propiedad combina diseño contemporáneo, confort y tecnología en un entorno residencial seguro, familiar y excelentemente comunicado con el centro de Madrid. Desde el primer momento, la casa sorprende por la luminosidad y amplitud de sus espacios. En la planta principal, un gran salón-comedor con ventanales de suelo a techo se abre al jardín trasero, generando una continuidad visual que potencia la entrada de luz natural y la sensación de apertura. Una chimenea eléctrica de diseño actual, con control remoto, aporta calidez y estilo, convirtiendo este espacio en el corazón del hogar. La cocina, abierta al comedor y diseñada por la prestigiosa firma Santos, es un ejemplo de funcionalidad y sofisticación. Cuenta con una isla central, electrodomésticos integrados de última generación y una cómoda zona de office, ideal para el día a día. En esta planta también se encuentra un baño completo con ducha, así como acceso a dos agradables espacios exteriores: un jardín delantero y un cuidado jardín trasero que incluye una encantadora casita de juegos para niños y un sistema de nebulización, ideal para refrescar el ambiente en verano. La primera planta se organiza en torno a un distribuidor bañado por la luz de un gran ventanal, desde el que se accede a tres dormitorios exteriores, cada uno con su propia terraza privada y armarios empotrados. Estas estancias comparten un baño completo con bañera, perfecto para uso familiar. La segunda planta alberga dos dormitorios adicionales, ambos con baño en suite. Destaca especialmente la suite principal, amplia, luminosa y con una terraza privada orientada a zonas verdes, ideal para disfrutar de momentos de calma y desconexión con vistas despejadas. En el sótano encontramos un cuarto de lavado independiente, equipado con ducha, y una espaciosa sala polivalente que puede adaptarse como despacho, gimnasio, sala de juegos o dormitorio de servicio. Desde esta planta se accede directamente al garaje cubierto, con capacidad para dos vehículos. La vivienda ha sido equipada con un completo sistema orientado al confort, la eficiencia energética y la conectividad. Dispone de ascensor privado que comunica todas las plantas, persianas motorizadas y toldos automáticos en todas las habitaciones y terrazas, programables y controlables desde el móvil. Cada terraza cuenta con riego automático independiente, optimizando el mantenimiento de las zonas verdes. El confort climático está garantizado mediante aire acondicionado en todas las estancias y una caldera de nueva instalación. Además, se ha instalado cableado de red para asegurar una conectividad fluida en toda la vivienda. La urbanización privada en la que se integra esta propiedad ofrece vigilancia 24 horas y unas zonas comunes excepcionales: piscina para adultos y niños, parque infantil, gimnasio con sauna y vestuarios, y un elegante salón social disponible para celebraciones privadas y encuentros familiares. Una casa que combina elegancia, comodidad y tecnología en una ubicación privilegiada, pensada para quienes desean disfrutar de una vida tranquila, rodeados de naturaleza, sin renunciar al diseño ni a la cercanía con Madrid. Situada en una de las zonas más demandadas de Las Rozas, La Marazuela ofrece un entorno residencial consolidado, con acceso inmediato a todo tipo de servicios: colegios de prestigio, centros deportivos, zonas comerciales, transporte público (Renfe Cercanías) y rápidas conexiones por carretera a la A-6, M-50 y M-505, lo que permite llegar al centro de Madrid en menos de 20 minutos. Esta propiedad representa una oportunidad excepcional para quienes.",True,good,False,,3594.0,True,True,False,False,[],False,False,1150000.0,€,True,True,,chalet,"Marazuela- El Torreón, Las Rozas de Madrid",Chalet adosado,Top,terracedHouse
108401876,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/74/79/1352691512.webp,W-02ZMJI,61,,2400000.0,chalet,sale,495.0,,5,5,Barrio El Cantizal,Madrid,Las Rozas de Madrid,El Cantizal,es,El Cantizal,40.5314316,-3.9269101,False,https://www.idealista.com/inmueble/108401876/,"Espectacular Levitt con vistas únicas Engel & Völkers presenta esta elegante propiedad Levitt que combina diseño moderno, tecnología e intimidad. Es la propiedad más singlular de la urbanización, por sus excepcionales vistas, su ubicación en esquina y el tamaño su parcela de 1686m2  La propiedad ha sido entregada recientemente, por lo que está practicamente a estrenar. Se distribuye en dos plantas más semisótano. En planta de acceso encontramos un gran salón y cocina abiertos al espacio exterior a través de grandes ventanales que integran un espacioso porche, con zona acristalada, ideal como comedor de invierno y zona abierta protegida por una pérgola bioclimática. El porche es perfecto para relajarse con las preciosas vistas despejadas del gran jardín con pradera de cesped natural olivos centenarios y disfrutar después de la atractiva piscina. La cocina se ha separado del salón con una estilosa puerta corredera de vidrio templado y consta de mobiliario, encimera neolith y electrodomesticos alta gama. En planta de acceso encontramos además una suite, con cuarto de baño completo, vestidor y aseo de cortesía. Accedemos a planta superior por una preciosa escalera con peldaños de piedra natural y barandilla de vidrio que realza el espacio del salón. En dicha planta, encontramos un distribuidor con grandes ventanales que aportan muchísima luz. Dos dormitorios con baño ensuite y otros dos dormitorios que comparten un amplio cuarto de baño constituyen la zona de descanso superior. El dormitorio principal incluye, además, un gran vestidor y una terraza con inmejorables vistas. En planta semisótano se encuentra un trastero, lavandería completa con mobiliario y el garaje, que permite el aparcamiento de ocho coches, con posibilidad de utilizar parte de este espacio para otros fines, al contar con luz natural y ventilación. CARACTERISTICAS QUE HACEN UNICA A ESTA PROPIEDAD: -Seguridad 24 horas. -Sistema de seguridad interior y exterior de última generación. -Caja fuerte. -Paneles fotovoltaicos. -Aerotermia mejorada, que proporciona agua caliente, calefacción por suelo radiante y suelo refrescante. -Sistema de recuperación de calor con renovación y purificación de aire. -Calificación energética A -Domótica. - Vestidores y armarios vestidos. -Pérgola exterior bioclimática. -Cargador de vehículo eléctrico. Engel & Völkers le ofrece una fantástica oportunidad para residir en una de las mejores urbanizaciones del noroeste de Madrid. Esta urbanización está excepcionalmente ubicada al norte de las Rozas, dentro de un precioso entorno natural y a la vez muy bien comunicada, tanto por por carretera, con rápido acceso a la A6 y a la M505-M50, como por transporte público, con autobuses y estación de tren que comunican con Madrid y otras poblaciones limítrofes. La zona está muy consolidada y bien equipada con hospitales, universidades y colegios privados y concertados de primer nivel muy próximos, centros deportivos y áreas comerciales de ocio y restauración destacadas en las inmediaciones, como Las Rozas Village o Heron City. La vivienda cuenta con comercio y servicios de proximidad a los que acceder caminando. Casi la mitad del extenso territorio del municipio de Las Rozas disfruta de protección medioambiental y está rodeada por el Monte de El Pardo y la Cuenca del Guadarrama para el disfrute de sus vecinos de este entorno natural y paisajístico de gran valor. En definitiva, una oportunidad única.",True,good,False,,4848.0,True,True,False,False,[],False,False,2400000.0,€,True,True,,chalet,"El Cantizal, Las Rozas de Madrid",Casa independiente,Top,independantHouse
107333884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/a5/f9/1315419985.webp,W-02XSRB,56,2,860000.0,flat,sale,126.0,True,2,2,Barrio Quintana,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4388076,-3.6385964,False,https://www.idealista.com/inmueble/107333884/,"Piso en Venta en Arturo Soria Engel & Völkers presenta fantástico piso en zona Arturo Soria - Madrid. La vivienda se distribuye en un amplio hall de entrada, dos grandes dormitorios, dos baños, cocina individual, semi abierta y un amplio salón comedor. Los techos son especialmente altos, aportando mayor sensación de amplitud, el suelo tiene forma de tarima, cerámico, sistema de calefacción de aire acondicionado frío-calor por aerotermia. Con placas solares en la azotea del edificio para reducción de consumo. Aire acondicionado por conductos. Se completa el inmueble con dos plazas de garaje las plazas de garaje con cargador para vehículos eléctricos ya instalado y un trastero. Ascensor. La finca se encuentra cerrada con piscina y zonas comunes. El piso cuenta con una distribución lógica y equilibrada, aprovechando todos los metros de la vivienda, y con formas geométricas sobrias que hacen fácil su amueblado. Esta vivienda se encuentra en una de las zonas mejor comunicadas de la ciudad. La ubicación es inmejorable, a pocos metros de la parada de metro de (Ciudad Lineal) y todos los servicios en las proximidades: líneas de autobús, farmacias, centros deportivos, centros educativos, parques públicos, supermercados, etc. Esta vivienda se encuentra en una de las zonas mejor comunicadas de la ciudad. La ubicación es inmejorable, a pocos metros de la parada de metro de (Ciudad Lineal) y todos los servicios en las proximidades: líneas de autobús, farmacias, centros deportivos, centros educativos, parques públicos, supermercados, etc.",True,good,False,True,6825.0,True,True,True,False,[],False,False,860000.0,€,True,True,,flat,"Quintana, Madrid",Piso,Top,
108282694,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/08/c0/1339454834.webp,2920,65,3,1370000.0,penthouse,sale,260.0,True,3,3,calle de Dulce Chacón,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.4841535,-3.6688114,False,https://www.idealista.com/inmueble/108282694/,"Te presentamos este IMPRESIONANTE ÁTICO TRIPLEX DE ESQUINA CON PISCINA PRIVADA ubicado en una de las zonas más privilegiadas de Madrid. Con 260 m² y dos terrazas este exclusivo ático cuenta con un diseño y privacidad únicos.  En planta principal nos encontramos con un amplio salón-comedor con grandes ventanales que  aportan una extraordinaria luz natural. La cocina de amplias dimensiones se encuentra totalmente amueblada con electrodomésticos de alta gama contando además con cuarto de lavandería. Desde ambas estancias tenemos acceso a una coqueta terraza ideal para disfrutar en nuestro día a día. Además la planta dispone de aseo de cortesía y armario gabanero. En planta baja un amplio hall aprovechado como despacho con puerta acristalada da acceso a 3 amplios dormitorios y cuarto de baño exterior con ducha. El dormitorio principal en suite destaca por su bonito ventanal, sus amplios armarios empotrados con luz interior, y cuarto de baño exterior con ducha y bañera de hidromasaje. Todas las estancias cuentan con persianas y estores motorizados blackout. Dispone de calefacción por suelo radiante y aire acondicionado por conductos sectorizado por plantas.  En la planta superior encontramos un amplio hall que puede ser aprovechado para una estancia adicional dando acceso a una increíble terraza solarium a dos alturas con piscina privada. Una terraza que destaca por su privacidad y vistas panorámicas a las Cuatro Torres de Madrid.  La vivienda cuenta con 2 plazas de garaje,   una de ellas doble y cuarto trastero.  Situada en una de las urbanizaciones más exclusivas de la zona con seguridad 24h, dispone de amplias zonas comunes, piscina comunitaria, gimnasio, sauna, vestuario y bonita zona infantil.   Ubicada a escasos metros del Paseo de la Castellana, Isla Chamartín se ha convertido en todo un atractivo para los que buscan tranquilidad y comodidad.  No dejes pasar la oportunidad de visitar este espectacular ático triplex. Para más información y para concertar una visita, contacta con nosotros en InmoElite Propiedades.",True,good,False,True,5269.0,True,True,False,True,[],False,False,1370000.0,€,True,True,,flat,"Virgen del Cortijo - Manoteras, Madrid",Ático en calle de Dulce Chacón,Top,penthouse
108688886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/1e/c7/1352206010.webp,,33,4,395000.0,penthouse,sale,158.0,True,3,3,"calle del Labrador, 1",Madrid,Navalcarnero,La Dehesa - El Pinar,es,,40.2974847,-3.9884433,True,https://www.idealista.com/inmueble/108688886/,"HOGARES NAVALCARNERO VENDE INCREÍBLE ÁTICO reformado en la mejor urbanización de Navalcarnero. Con piscina comunitaria, pista de pádel, áreas infantiles y zonas ajardinadas. También dispone de DOS plazas de garaje y trastero, en uno de los barrios con más prestigio del municipio; el Pinar. De las mejores zonas de Navalcarnero, próximo a todo tipo de servicios, comercios, paradas de autobús, instalaciones deportivas, etc. Combinado con naturaleza y tranquilidad en el barrio. La vivienda se distribuye en dos cómodas plantas y está compuesta por tres dormitorios, dos baños completos, y un aseo. El inmueble se encuentra en un perfecto estado de conservación, en planta baja nos encontramos un amplio hall de entrada, aseo de cortesía, cocina reformada con acceso directo al salón - comedor a través de una amplia puerta corredera. Salón – comedor de muy buen tamaño con amplios ventanales, lo que le da mucha luminosidad a la estancia, con varias áreas diferenciadas, y acceso directo a una espectacular terraza de 40 metros cuadrados, con espectaculares vistas al pinar. En primera planta, tenemos dos dormitorios secundarios con armarios empotrados, ventanales velux de buen tamaño y un baño completo con plato de ducha que da servicio a estas. Una habitación principal de gran tamaño, amplia ventana veluxe y cuatro cuerpos de armario, con baño en suite y bañera. La vivienda tiene toda la pintura en liso, y aparatos de aire acondicionado con bomba de calor de última generación en las dos plantas. Además de dos plazas de garaje y trastero. NO PIERDAS ESTA OPORTUNIDAD Y VEN A VER ESTE MARAVILLOSO ÁTICO. F I N A N C I A C I Ó N 1 0 0 %.",True,good,False,True,2500.0,True,True,False,False,[],False,False,395000.0,€,True,True,,flat,"La Dehesa - El Pinar, Navalcarnero","Ático en calle del Labrador, 1",Top,penthouse
108667793,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/95/af/1353343629.webp,W-0303I4,47,,779000.0,chalet,sale,157.0,,6,4,Villalba Estación,Madrid,Collado Villalba,Villalba Estación,es,,40.6253044,-3.9972656,False,https://www.idealista.com/inmueble/108667793/,"Naturaleza y Confort en Collado Villalba Engel&Völkers presenta esta espectacular vivienda independiente situada en una exclusiva urbanización privada de Collado Villalba, una zona tranquila y rodeada de naturaleza, con excelentes comunicaciones tanto por carretera como en transporte público. La propiedad se asienta sobre una amplia parcela de 1.637 m², ideal para disfrutar de privacidad, espacio al aire libre y múltiples posibilidades de ocio o paisajismo. La vivienda cuenta con una superficie generosa distribuida en 6 dormitorios, perfectos para familias grandes o para quienes necesiten espacio para invitados, despacho o zona de teletrabajo. Dispone de 4 baños completos, lo que garantiza comodidad y funcionalidad para todos los miembros del hogar. El salón es amplio y luminoso, con acceso directo al exterior, y se convierte en el lugar perfecto para reuniones familiares o momentos de descanso. La cocina está completamente equipada, lista para ser disfrutada desde el primer día. Esta casa combina confort, amplitud y una ubicación privilegiada, en una urbanización segura y tranquila, pero muy bien conectada con todos los servicios y con el centro de Madrid. Ideal para quienes buscan un entorno natural sin renunciar a la comodidad y la accesibilidad. La vivienda se encuentra en una de las mejores zonas residenciales de Collado Villalba, dentro de una urbanización privada que combina tranquilidad, naturaleza y una excelente conectividad. La zona está muy bien comunicada tanto en transporte público como en carretera: A pocos minutos se encuentra la estación de Renfe de Villalba, que ofrece conexiones directas con Madrid (líneas C3a, C8 y C10), facilitando los desplazamientos diarios tanto por trabajo como por ocio. En cuanto al transporte por carretera, la vivienda tiene un acceso rápido a la A-6 (Autovía del Noroeste), lo que permite llegar al centro de Madrid en menos de 30 minutos en condiciones normales de tráfico. También cuenta con una amplia red de autobuses interurbanos, con varias líneas que conectan directamente con Moncloa y otros puntos clave de la capital, así como con municipios cercanos de la Sierra de Guadarrama. A pesar de estar rodeada de naturaleza y ofrecer un entorno muy tranquilo, la vivienda se sitúa a corta distancia de zonas comerciales, colegios, centros de salud y todo tipo de servicios.",True,good,False,,4962.0,True,True,False,False,[],False,False,779000.0,€,True,True,,chalet,"Villalba Estación, Collado Villalba",Casa independiente,Top,independantHouse
